t,Xa,Xi
0.0,1.0,0.0
0.20408163265306123,1.2886985598479352,0.06235849472357615
0.40816326530612246,1.5411273751920243,0.09946442525500453
0.6122448979591837,1.7611418144767974,0.12236912592829535
0.8163265306122449,1.9542221561250945,0.13654438861604448
1.0204081632653061,2.1242473215401834,0.14526531468227996
1.2244897959183674,2.2749731671253572,0.15023672070445374
1.4285714285714286,2.4096749966303994,0.1525438124486762
1.6326530612244898,2.5307719241431914,0.1529777450683941
1.836734693877551,2.6402282905721832,0.15210724658113356
2.0408163265306123,2.73967097489525,0.15031633997576618
2.2448979591836737,2.8303166533045325,0.1478541923458528
2.4489795918367347,2.913166106089596,0.14491410252101053
2.6530612244897958,2.989112725248997,0.14165854780625725
2.857142857142857,3.058942514490281,0.13821918398201136
3.0612244897959187,3.1233358955764783,0.13469667227721072
3.2653061224489797,3.1828432083017195,0.13115402438931612
3.4693877551020407,3.237849783519136,0.12762722530259835
3.673469387755102,3.2887075538243837,0.12414713337766202
3.8775510204081636,3.3357537619366107,0.12074098530666184
4.081632653061225,3.3793109606984584,0.11743239611330261
4.285714285714286,3.4196870130760604,0.11424135915283917
4.4897959183673475,3.4571750921590443,0.11118424611207646
4.6938775510204085,3.49203639988779,0.10827085846547715
4.8979591836734695,3.5244351223338493,0.10549783546485005
5.1020408163265305,3.5545112352783206,0.10286125411389622
5.3061224489795915,3.582405163756413,0.1003576010017377
5.510204081632653,3.608257550149975,0.0979836826497163
5.714285714285714,3.632209254187494,0.09573662551139378
5.918367346938775,3.6544013529440975,0.09361387597255176
6.122448979591837,3.6749751408415525,0.09161320035119172
6.326530612244898,3.6940721296482644,0.08973268489753507
6.530612244897959,3.7118340484792793,0.08797073579402306
6.73469387755102,3.7283809222816187,0.08632251510183751
6.938775510204081,3.743771248372613,0.08477857908003514
7.142857142857143,3.758060072551176,0.08333233914225598
7.346938775510204,3.7713038701176957,0.08197767448079171
7.551020408163265,3.7835604814395136,0.0807089134214684
7.755102040816327,3.794889111950928,0.07952083342364642
7.959183673469388,3.805350332153191,0.07840866108022061
8.16326530612245,3.815006077614512,0.07736807211762009
8.36734693877551,3.8239196489700538,0.07639519139580839
8.571428571428571,3.832155711921936,0.07548659290828338
8.775510204081632,3.839780297239233,0.07463929978207735
8.979591836734695,3.846860800757975,0.07385078427775692
9.183673469387756,3.853465983381147,0.07311896778942308
9.387755102040817,3.8596309549368373,0.0724400892769942
9.591836734693878,3.8653404137995455,0.07180778472682281
9.795918367346939,3.870626439673517,0.07121897360694551
10.0,3.8755203007842227,0.07067082426623068
