n,K1,K2,K3,K4,a1,a2,b1,b2,c1,c2
4.300000000000000000e+01,9.200000000000000000e+01,4.700000000000000000e+01,8.900000000000000000e+01,2.500000000000000000e+01,2.100000000000000000e+01,5.600000000000000000e+01,2.700000000000000000e+01,0.000000000000000000e+00,6.432500000000000284e+01,2.003125000000000000e+01
1.372715086949511942e+01,5.801412027126897897e+01,2.588250800624080483e+01,1.027654603979174084e+02,2.527932923884132776e+01,2.840359833904973641e+01,2.158514119198989079e+01,4.653843748265580871e+01,2.878933551736199803e+01,1.531399203663613662e+01,4.758353751357627046e-03
2.100000000000000000e+01,6.100000000000000000e+01,8.500000000000000000e+01,9.900000000000000000e+01,5.200000000000000000e+01,3.500000000000000000e+01,4.100000000000000000e+01,1.500000000000000000e+01,6.000000000000000000e+00,8.200000000000000000e+01,7.979999999999999716e+01
1.700000000000000000e+01,4.000000000000000000e+01,2.600000000000000000e+01,6.800000000000000000e+01,7.800000000000000000e+01,4.900000000000000000e+01,6.000000000000000000e+01,9.300000000000000000e+01,9.300000000000000000e+01,6.100000000000000000e+01,8.500000000000000000e+01
6.100000000000000000e+01,9.000000000000000000e+01,4.800000000000000000e+01,4.100000000000000000e+01,8.600000000000000000e+01,5.700000000000000000e+01,1.000000000000000000e+01,6.800000000000000000e+01,3.100000000000000000e+01,3.543750000000000000e+01,6.640000000000000568e+01
1.700000000000000000e+01,9.000000000000000000e+01,2.500000000000000000e+01,1.024999999999999911e+00,8.000000000000000000e+00,4.300000000000000000e+01,1.200000000000000000e+01,7.600000000000000000e+01,2.600000000000000000e+01,7.000000000000000000e+01,8.609999999999999432e+01
9.200000000000000000e+01,6.000000000000000000e+01,1.700000000000000000e+01,3.400000000000000000e+01,4.000000000000000000e+01,5.500000000000000000e+01,7.400000000000000000e+01,9.300000000000000000e+01,6.900000000000000000e+01,4.618281250000000426e+01,6.302460937499999716e+01
7.000000000000000000e+01,3.300000000000000000e+01,9.100000000000000000e+01,6.900000000000000000e+01,6.700000000000000000e+01,6.000000000000000000e+01,8.800000000000000000e+01,5.300000000000000000e+01,3.000000000000000000e+00,4.312705917358398011e+01,5.968157272338867614e+01
1.100000000000000000e+01,1.600000000000000000e+01,7.000000000000000000e+01,2.500000000000000000e+01,6.400000000000000000e+01,1.700000000000000000e+01,5.700000000000000000e+01,7.200000000000000000e+01,1.000000000000000000e+00,8.300000000000000000e+01,5.062500000000000000e+01
8.700000000000000000e+01,9.400000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,6.600000000000000000e+01,9.000000000000000000e+01,2.400000000000000000e+01,6.200000000000000000e+01,2.800000000000000000e+01,9.401835937500000284e+01,3.148828125000000000e+01
1.300000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+01,7.700000000000000000e+01,7.400000000000000000e+01,8.500000000000000000e+01,2.300000000000000000e+01,9.100000000000000000e+01,5.000000000000000000e+01,4.200000000000000000e+01,6.090000000000000568e+01
7.600000000000000000e+01,7.700000000000000000e+01,1.700000000000000000e+01,7.600000000000000000e+01,9.000000000000000000e+00,7.500000000000000000e+01,7.900000000000000000e+01,4.000000000000000000e+01,2.600000000000000000e+01,5.300000000000000000e+01,6.900000000000000000e+01
3.700000000000000000e+01,7.600000000000000000e+01,5.700000000000000000e+01,6.900000000000000000e+01,5.200000000000000000e+01,2.400000000000000000e+01,8.900000000000000000e+01,2.000000000000000000e+00,6.100000000000000000e+01,8.302500000000000568e+01,8.500000000000000000e+01
9.900000000000000000e+01,5.000000000000000000e+01,1.400000000000000000e+01,3.700000000000000000e+01,2.100000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,3.700000000000000000e+01,8.100000000000000000e+01,2.918054199218750000e+01
8.500000000000000000e+01,3.200000000000000000e+01,5.400000000000000000e+01,2.600000000000000000e+01,1.100000000000000000e+01,3.500000000000000000e+01,4.300000000000000000e+01,3.700000000000000000e+01,5.000000000000000000e+00,4.454999999999999716e+01,9.441249999999999432e+01
8.900000000000000000e+01,7.800000000000000000e+01,9.000000000000000000e+01,4.100000000000000000e+01,9.400000000000000000e+01,1.200000000000000000e+01,1.700000000000000000e+01,9.000000000000000000e+00,3.300000000000000000e+01,4.300000000000000000e+01,2.025000000000000000e+01
3.200000000000000000e+01,6.400000000000000000e+01,5.900000000000000000e+01,5.400000000000000000e+01,8.400000000000000000e+01,1.000000000000000000e+00,7.400000000000000000e+01,8.000000000000000000e+01,7.700000000000000000e+01,3.300000000000000000e+01,3.360000000000000142e+01
6.900000000000000000e+01,3.800000000000000000e+01,6.000000000000000000e+00,4.100000000000000000e+01,9.000000000000000000e+01,3.300000000000000000e+01,5.400000000000000000e+01,1.400000000000000000e+01,5.500000000000000000e+01,8.300000000000000000e+01,2.200000000000000000e+01
8.500000000000000000e+01,4.200000000000000000e+01,9.000000000000000000e+00,8.500000000000000000e+01,1.700000000000000000e+01,2.300000000000000000e+01,7.000000000000000000e+01,2.400000000000000000e+01,3.600000000000000000e+01,9.600000000000000000e+01,6.500000000000000000e+01
5.000000000000000000e+00,5.600000000000000000e+01,4.100000000000000000e+01,3.400000000000000000e+01,8.200000000000000000e+01,7.800000000000000000e+01,6.600000000000000000e+01,1.100000000000000000e+01,5.500000000000000000e+01,2.200000000000000000e+01,7.979999999999999716e+01
6.400000000000000000e+01,1.200000000000000000e+01,7.100000000000000000e+01,7.800000000000000000e+01,6.500000000000000000e+01,9.000000000000000000e+01,2.700000000000000000e+01,4.900000000000000000e+01,2.900000000000000000e+01,6.615000000000000568e+01,6.700000000000000000e+01
6.700000000000000000e+01,1.900000000000000000e+01,6.800000000000000000e+01,7.900000000000000000e+01,7.000000000000000000e+00,6.400000000000000000e+01,5.900000000000000000e+01,8.800000000000000000e+01,6.700000000000000000e+01,3.442499999999999716e+01,9.441249999999999432e+01
6.700000000000000000e+01,7.400000000000000000e+01,9.300000000000000000e+01,6.900000000000000000e+01,1.500000000000000000e+01,9.100000000000000000e+01,3.200000000000000000e+01,9.600000000000000000e+01,5.400000000000000000e+01,8.000000000000000000e+01,6.090000000000000568e+01
1.300000000000000000e+01,8.000000000000000000e+01,3.300000000000000000e+01,1.900000000000000000e+01,7.600000000000000000e+01,4.900000000000000000e+01,2.800000000000000000e+01,2.100000000000000000e+01,3.900000000000000000e+01,8.900000000000000000e+01,5.460000000000000142e+01
8.700000000000000000e+01,5.300000000000000000e+01,5.600000000000000000e+01,9.700000000000000000e+01,7.200000000000000000e+01,6.500000000000000000e+01,7.800000000000000000e+01,6.800000000000000000e+01,9.000000000000000000e+00,1.500000000000000000e+01,2.520000000000000284e+01
8.100000000000000000e+01,3.400000000000000000e+01,7.500000000000000000e+01,8.000000000000000000e+00,8.500000000000000000e+01,2.900000000000000000e+01,5.900000000000000000e+01,6.100000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+00,9.700000000000000000e+01
6.700000000000000000e+01,4.000000000000000000e+00,9.000000000000000000e+00,1.900000000000000000e+01,3.300000000000000000e+01,0.000000000000000000e+00,5.200000000000000000e+01,3.500000000000000000e+01,8.100000000000000000e+01,1.000000000000000000e+01,2.100000000000000000e+01
1.400000000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01,4.300000000000000000e+01,8.300000000000000000e+01,6.800000000000000000e+01,1.900000000000000000e+01,5.700000000000000000e+01,8.610000000000000853e+01
7.500000000000000000e+01,7.700000000000000000e+01,4.500000000000000000e+01,1.800000000000000000e+01,7.800000000000000000e+01,6.700000000000000000e+01,2.200000000000000000e+01,5.800000000000000000e+01,2.200000000000000000e+01,9.000000000000000000e+01,9.900000000000000000e+01
7.500000000000000000e+01,4.700000000000000000e+01,8.600000000000000000e+01,5.900000000000000000e+01,4.900000000000000000e+01,8.100000000000000000e+01,7.300000000000000000e+01,7.300000000000000000e+01,4.700000000000000000e+01,6.000000000000000000e+00,8.609999999999999432e+01
4.400000000000000000e+01,5.500000000000000000e+01,4.000000000000000000e+00,7.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,9.800000000000000000e+01,7.900000000000000000e+01,6.500000000000000000e+01,4.000000000000000000e+00,7.979999999999999716e+01
2.602804484978749749e-02,8.991186050331013035e+00,2.679627913653049376e+01,5.080944594144500570e+01,2.369355695332333056e+01,1.561064313136200177e+01,8.581299068885550696e+01,1.995966928870329582e+01,2.575244929438353125e+01,5.659442286709783332e+01,3.367425332643068003e+01
7.100000000000000000e+01,8.100000000000000000e+01,6.200000000000000000e+01,6.400000000000000000e+01,4.300000000000000000e+01,1.200000000000000000e+01,9.700000000000000000e+01,5.300000000000000000e+01,8.700000000000000000e+01,2.835000000000000142e+01,6.900000000000000000e+01
8.700000000000000000e+01,9.900000000000000000e+01,3.400000000000000000e+01,7.000000000000000000e+01,1.000000000000000000e+01,9.000000000000000000e+00,1.900000000000000000e+01,5.200000000000000000e+01,2.500000000000000000e+01,4.000000000000000000e+01,8.800000000000000000e+01
4.800000000000000000e+01,3.700000000000000000e+01,8.400000000000000000e+01,4.700000000000000000e+01,1.600000000000000000e+01,8.700000000000000000e+01,9.600000000000000000e+01,5.300000000000000000e+01,2.300000000000000000e+01,1.100000000000000000e+01,3.255000000000000426e+01
9.000000000000000000e+01,5.900000000000000000e+01,2.700000000000000000e+01,7.900000000000000000e+01,7.400000000000000000e+01,2.200000000000000000e+01,9.200000000000000000e+01,7.000000000000000000e+00,8.200000000000000000e+01,4.935000000000000142e+01,7.300000000000000000e+01
2.800000000000000000e+01,4.600000000000000000e+01,9.500000000000000000e+01,7.900000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01,1.900000000000000000e+01,3.500000000000000000e+01,1.100000000000000000e+01,8.504999999999999716e+01,2.800000000000000000e+01
3.800000000000000000e+01,3.100000000000000000e+01,3.500000000000000000e+01,3.200000000000000000e+01,2.400000000000000000e+01,2.100000000000000000e+01,5.000000000000000000e+01,1.700000000000000000e+01,3.100000000000000000e+01,6.300000000000000000e+01,1.029000000000000057e+02
1.082421134564017429e+01,4.126682964751915250e+01,1.175784889959647916e+00,7.058854329914231229e+00,9.194916423008238837e+01,7.699266949843493535e+01,2.357131381344467158e+01,5.408889229063545656e+01,9.133086560129088127e+01,3.126119413548183701e+01,7.524563183028006108e+01
4.500000000000000000e+01,8.700000000000000000e+01,2.700000000000000000e+01,3.600000000000000000e+01,5.300000000000000000e+01,5.900000000000000000e+01,9.800000000000000000e+01,5.800000000000000000e+01,3.000000000000000000e+00,1.800000000000000000e+01,3.675000000000000000e+01
5.200000000000000000e+01,3.000000000000000000e+01,3.800000000000000000e+01,9.000000000000000000e+00,9.200000000000000000e+01,1.500000000000000000e+01,3.500000000000000000e+01,8.800000000000000000e+01,6.300000000000000000e+01,3.000000000000000000e+00,6.300000000000000000e+01
7.309898445895447594e+01,7.702681245471529792e+01,9.221483686204263108e+01,9.143233990300305436e+01,5.670597673695772301e+01,7.314894645800183071e+01,9.619031089139437540e+01,7.489753672079135072e+01,3.897112178432989538e+01,1.480586728684187570e+01,4.759090415121243478e-03
8.000000000000000000e+01,3.800000000000000000e+01,4.300000000000000000e+01,4.000000000000000000e+01,3.500000000000000000e+01,3.100000000000000000e+01,9.500000000000000000e+01,7.100000000000000000e+01,9.100000000000000000e+01,1.200000000000000000e+01,3.989999999999999858e+01
-1.512963470040531002e-03,6.558462620587604874e+01,5.581766854001587319e+01,5.689464731696037347e+01,4.717007287989773978e+00,2.393529920449153536e+01,1.062267611278171557e+02,3.159338600275513897e+01,5.301881460874367491e+01,9.291881134662807540e+01,5.020696394494611070e+01
7.700000000000000000e+01,5.500000000000000000e+01,4.700000000000000000e+01,1.100000000000000000e+01,2.100000000000000000e+01,5.000000000000000000e+01,2.500000000000000000e+01,8.600000000000000000e+01,1.300000000000000000e+01,9.600000000000000000e+01,5.250000000000000000e+01
8.200000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+01,5.500000000000000000e+01,6.100000000000000000e+01,6.500000000000000000e+01,5.000000000000000000e+00,5.300000000000000000e+01,5.700000000000000000e+01,2.100000000000000000e+01,7.979999999999999716e+01
6.337279141989351672e+01,2.031545651235711070e+00,7.905454720649339606e+01,5.484739796179158589e+01,1.018128539829266987e+00,2.625289456520288667e+01,6.485431588347387333e+01,6.977686015477337023e+00,8.068191237768340329e+01,2.391634713176406279e+01,1.626329787008529593e+01
9.800000000000000000e+01,3.600000000000000000e+01,1.400000000000000000e+01,9.200000000000000000e+01,5.000000000000000000e+00,9.000000000000000000e+01,6.200000000000000000e+01,9.900000000000000000e+01,5.600000000000000000e+01,7.454999999999999716e+01,1.600000000000000000e+01
9.400000000000000000e+01,2.900000000000000000e+01,4.700000000000000000e+01,3.000000000000000000e+00,1.200000000000000000e+01,1.500000000000000000e+01,6.300000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+01,6.800000000000000000e+01,7.875000000000000000e+01
6.390233881074126998e+01,1.401054973234768681e+02,4.253041007646292826e+01,3.661288105960123573e+01,5.432996175449309462e+00,3.602288681988113694e+01,3.036398142856477023e+01,1.639191779896613355e+01,1.176169345777499728e+02,2.221419140490682054e+01,4.758842974748034131e-03
9.600000000000000000e+01,5.900000000000000000e+01,5.000000000000000000e+01,7.100000000000000000e+01,5.100000000000000000e+01,6.200000000000000000e+01,5.300000000000000000e+01,8.100000000000000000e+01,7.700000000000000000e+01,6.100000000000000000e+01,6.300000000000000000e+01
6.500000000000000000e+01,7.100000000000000000e+01,6.300000000000000000e+01,7.700000000000000000e+01,7.300000000000000000e+01,5.000000000000000000e+01,8.800000000000000000e+01,4.700000000000000000e+01,2.400000000000000000e+01,3.500000000000000000e+01,1.029000000000000057e+02
8.400000000000000000e+01,2.300000000000000000e+01,8.500000000000000000e+01,9.700000000000000000e+01,5.100000000000000000e+01,5.100000000000000000e+01,6.300000000000000000e+01,6.100000000000000000e+01,4.000000000000000000e+01,7.800000000000000000e+01,9.840000000000000568e+01
1.659039037486171253e+01,8.564548294711804033e+01,7.361828558833161651e+01,4.844930219945598537e+01,1.099317838758783807e+02,2.466138404221184288e+01,1.385639885665047544e+01,4.811906868223590550e+01,7.209762850746297147e+01,9.099661894590650490e+01,4.759090415121243478e-03
9.000000000000000000e+01,2.600000000000000000e+01,3.600000000000000000e+01,6.800000000000000000e+01,2.400000000000000000e+01,6.900000000000000000e+01,3.200000000000000000e+01,9.300000000000000000e+01,4.200000000000000000e+01,9.660000000000000853e+01,8.800000000000000000e+01
9.500000000000000000e+01,5.100000000000000000e+01,9.900000000000000000e+01,5.100000000000000000e+01,4.400000000000000000e+01,8.200000000000000000e+01,7.900000000000000000e+01,1.000000000000000000e+01,7.000000000000000000e+00,8.000000000000000000e+01,8.085000000000000853e+01
9.100000000000000000e+01,4.900000000000000000e+01,7.800000000000000000e+01,1.200000000000000000e+01,8.500000000000000000e+01,9.300000000000000000e+01,7.000000000000000000e+01,6.800000000000000000e+01,2.000000000000000000e+01,8.611250000000001137e+01,7.500000000000000000e+01
8.600000000000000000e+01,6.600000000000000000e+01,2.600000000000000000e+01,1.900000000000000000e+01,7.700000000000000000e+01,9.000000000000000000e+00,4.600000000000000000e+01,5.800000000000000000e+01,4.800000000000000000e+01,7.687500000000000000e+01,6.900000000000000000e+01
1.373784884110259563e-01,1.350429343997640075e+01,3.215152746952416862e+01,2.675582620752985008e+01,5.983515753440146412e+00,4.044762384524645427e+01,1.040972507859502230e+02,4.919132713038584370e+01,2.856068499667483707e+01,1.114644418515964333e+02,3.493702686629265486e+01
8.600000000000000000e+01,7.200000000000000000e+01,3.600000000000000000e+01,8.000000000000000000e+01,3.500000000000000000e+01,6.500000000000000000e+01,1.300000000000000000e+01,2.800000000000000000e+01,7.800000000000000000e+01,9.870000000000000284e+01,8.400000000000000000e+01
7.560000000000000853e+01,4.400000000000000000e+01,8.200000000000000000e+01,6.900000000000000000e+01,8.900000000000000000e+01,7.100000000000000000e+01,7.400000000000000000e+01,4.000000000000000000e+01,2.600000000000000000e+01,9.800000000000000000e+01,4.400000000000000000e+01
4.051923395717790299e+01,8.830740530789466902e+01,4.403211382117278561e+01,7.537030407781810482e+01,9.816087893823755017e-01,3.842886864786744638e+01,5.628886258259230857e+01,5.095891117235187551e+01,7.240981002370071451e+01,9.358596051549992012e+01,9.668324502462901648e+01
3.722764373254554471e+01,7.717766632447816733e+01,9.229879368583274868e+01,5.725724038232790747e+01,7.553830816099174683e+01,3.481112620971815730e+00,5.541502279717527735e+00,5.322331002426329860e+01,1.020618338798888374e+02,7.571159562294667467e+01,4.759070715740859603e-03
-3.752362640255820642e-02,5.580584951810713790e+01,1.003485875355779910e+02,3.262011833981001274e+01,1.273112120830048433e+01,3.309039900018586877e+01,1.340832504197568653e+01,1.777143827490024108e+01,6.763330996049246835e+01,9.306116246687565763e+01,2.622936624114461779e+01
7.456444798185093248e+01,3.293428328698766450e+01,2.540440350974080275e+01,4.127273579532641179e+01,2.951790243490626864e+01,5.957806398717289653e+01,1.127195166071672787e+02,5.816407603172265794e+01,2.631059768918800756e+01,9.181381706978291390e+01,4.758917250804238150e-03
7.885878150002778852e+01,5.884046362860271984e+01,2.073107774483102972e+01,5.098836230019399807e+01,7.426373632408709113e+01,3.971410595588213255e+01,6.107594012534426753e+01,1.106694371282621461e+02,1.710459674329815272e+01,9.929388949680375731e+01,4.758575197925508579e-03
7.558587877612411887e+01,6.351611776776238116e+01,7.755028439815670538e+01,1.077676990211300421e+02,5.608401462632198786e+01,4.822986132294957429e+01,1.069685208619026469e+02,8.309153718817569256e+00,8.068583291351060893e+01,4.466618127719168285e+01,4.758917250804238150e-03
8.623685608313411421e+01,3.157109903776802184e+01,9.625706745719614332e+01,3.339220361737810094e+01,6.708957592701575834e+01,4.832678282817234106e+01,4.648868016442811779e+01,7.939172814515671917e+01,5.878303768977759347e+01,4.429232640493869155e+01,4.758455875062628238e-03
6.468525889339490220e+01,1.008688046500451492e+02,6.789246543965381875e+01,7.464961905171597323e+01,1.025014375570844436e+02,7.674277552078036990e+01,2.194919279000249190e+01,4.093132456315073853e+01,7.749115246060722484e+01,9.100961405422749806e+01,4.758779398646937817e-03
9.871895666205313091e+01,6.469727782017440632e+01,5.221419128527651310e+01,8.486697181992570904e+01,8.845529544597951599e+00,8.680527192557651972e+01,3.584745715627732920e+01,2.221293564377874930e+01,2.721844209007801041e+01,6.188851166267776449e+01,4.758409480927093191e-03
-8.434895372457891227e-01,4.509710103103978440e+01,3.361809625654089473e+01,7.580933264793333137e+01,7.479152183211660088e+00,2.096830198193840999e+01,6.298486324272366232e+01,1.430178835593387277e+01,4.343156025784068675e+01,1.343970568238800070e+02,4.745811231514238671e+01
9.471335099692220183e+01,5.872422171574044825e+01,8.386198221771635986e+01,4.264127490618264460e+01,5.578641533945462072e+01,2.492531098667321032e+01,1.210239116738413756e+01,7.874187902283264862e+01,5.377121132220253941e+01,1.194454428153190406e+02,4.759131493320400801e-03
1.009424470276736372e+02,7.409402714467270812e+01,9.626705842490740395e+01,4.584945855755211852e+01,5.510112149418604588e+01,1.039425095714394587e+01,8.407418150833649406e+01,6.657204288110131074e+01,5.267806582142955563e+01,8.434335435240515721e+01,4.758760469665149553e-03
3.675992736796891336e+01,5.385291017449711148e+01,1.567613831971263494e+01,1.855191067827864249e+00,7.006245425014861894e+01,3.417013044708494363e+01,8.808341876884881572e+00,1.250451757404308850e+01,8.861332240384723491e+01,4.824197994937291867e+01,2.544562357739278691e-02
