n,K1,K2,K3,K4,g1,g2,k1,k2
1.2738741022090958,8.30358312668491,6.745145550382395,0.5502410031898198,7.230024756581553,5.214969415684443,0.016253907401187935,2.938440144489883,0.0341692900529736
