n,K1,K2,K3,K4,g1,g2,k1,k2
9.90186227146546,0.9286578988837111,4.556490398181749,0.37480477526687067,9.04950600184799,8.712030178612597,1.4738027751773624,0.0970365042361138,0.024458463633673547
