n,K1,K2,K3,K4,g1,g2,k1,k2
2.499486399262686,9.863399720421105,3.7600108154105385,7.721783495181076,4.5859368365599735,7.228444065588912,9.716504666653218,0.00015721547210034714,6.8555277718299035
