n,K1,K2,K3,K4,g1,g2,k1,k2
1.092941546664768,8.55922717298886,5.6477454670343805,0.874520497483424,2.2065470650192083,6.239382942131504,0.7901840491447677,4.014538067301254,0.22870455037357584
