n,K1,K2,K3,K4,g1,g2,k1,k2
1.086990696379192,3.031332223395589,9.965765130915974,0.7721480303448948,5.349101087890793,7.069062173143174,1.3210758619966245,4.025963406960237,0.0303154521740845
