n,K1,K2,K3,K4,g1,g2,k1,k2
9.999953517902037,1.0754439544450085,0.7069776568881343,7.9902103925691295,5.5727530038470565,9.396986353649876,5.925836795924553,2.103444568597264,0.029012973218518187
