n,K1,K2,K3,K4,a1,a2,b1,b2,c1,c2
8.300000000000000000e+01,8.500000000000000000e+01,9.500000000000000000e+01,7.500000000000000000e+01,4.400000000000000000e+01,3.600000000000000000e+01,2.000000000000000000e+01,1.100000000000000000e+01,5.100000000000000000e+01,2.800000000000000000e+01,2.100000000000000000e+01
4.500000000000000000e+01,4.900000000000000000e+01,8.900000000000000000e+01,2.400000000000000000e+01,9.000000000000000000e+00,4.000000000000000000e+01,5.000000000000000000e+00,8.500000000000000000e+01,3.000000000000000000e+00,1.100000000000000000e+01,4.403437499999999716e+01
2.700000000000000000e+01,6.700000000000000000e+01,8.800000000000000000e+01,6.400000000000000000e+01,3.800000000000000000e+01,8.500000000000000000e+01,2.900000000000000000e+01,5.200000000000000000e+01,1.300000000000000000e+01,8.000000000000000000e+01,6.219375000000000142e+01
3.400000000000000000e+01,3.400000000000000000e+01,9.400000000000000000e+01,6.000000000000000000e+00,9.800000000000000000e+01,2.100000000000000000e+01,2.300000000000000000e+01,7.800000000000000000e+01,2.000000000000000000e+01,7.000000000000000000e+00,4.711586380004882812e+01
3.800000000000000000e+01,9.200000000000000000e+01,3.600000000000000000e+01,7.300000000000000000e+01,4.000000000000000000e+01,6.100000000000000000e+01,3.200000000000000000e+01,6.500000000000000000e+01,2.200000000000000000e+01,4.000000000000000000e+00,6.700000000000000000e+01
3.400000000000000000e+01,9.400000000000000000e+01,3.500000000000000000e+01,3.400000000000000000e+01,4.200000000000000000e+01,4.000000000000000000e+01,6.600000000000000000e+01,8.700000000000000000e+01,1.000000000000000000e+01,4.600000000000000000e+01,3.382500000000000284e+01
2.300000000000000000e+01,2.300000000000000000e+01,5.000000000000000000e+01,1.400000000000000000e+01,4.400000000000000000e+01,0.000000000000000000e+00,8.100000000000000000e+01,5.200000000000000000e+01,2.900000000000000000e+01,8.004687500000000000e+01,3.100000000000000000e+01
1.800000000000000000e+01,4.900000000000000000e+01,3.300000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,5.300000000000000000e+01,9.200000000000000000e+01,6.200000000000000000e+01,5.400000000000000000e+01,2.255000000000000071e+01,7.541437377929686647e+01
9.000000000000000000e+00,4.400000000000000000e+01,4.700000000000000000e+01,4.200000000000000000e+01,9.000000000000000000e+01,6.000000000000000000e+00,2.300000000000000000e+01,4.000000000000000000e+00,7.500000000000000000e+01,6.608847656250000568e+01,6.706542968750000000e+01
3.300000000000000000e+01,7.600000000000000000e+01,9.400000000000000000e+01,9.900000000000000000e+01,9.400000000000000000e+01,9.200000000000000000e+01,2.800000000000000000e+01,5.600000000000000000e+01,7.300000000000000000e+01,7.200000000000000000e+01,6.929999999999999716e+01
3.300000000000000000e+01,7.000000000000000000e+01,7.800000000000000000e+01,5.000000000000000000e+01,6.600000000000000000e+01,5.000000000000000000e+01,9.100000000000000000e+01,6.900000000000000000e+01,5.500000000000000000e+01,7.560000000000000853e+01,9.400000000000000000e+01
7.800000000000000000e+01,8.000000000000000000e+01,7.000000000000000000e+00,2.300000000000000000e+01,4.600000000000000000e+01,4.300000000000000000e+01,1.500000000000000000e+01,2.400000000000000000e+01,6.000000000000000000e+00,9.000000000000000000e+00,4.846817626953124858e+01
9.800000000000000000e+01,1.400000000000000000e+01,4.100000000000000000e+01,4.100000000000000000e+01,4.400000000000000000e+01,7.400000000000000000e+01,3.000000000000000000e+01,9.400000000000000000e+01,5.200000000000000000e+01,6.701635742187500000e+01,3.339062500000000000e+01
4.200000000000000000e+01,9.000000000000000000e+00,5.400000000000000000e+01,2.500000000000000000e+01,2.500000000000000000e+01,3.900000000000000000e+01,4.600000000000000000e+01,8.900000000000000000e+01,7.300000000000000000e+01,4.000000000000000000e+00,6.300000000000000000e+01
3.800000000000000000e+01,9.900000000000000000e+01,3.100000000000000000e+01,7.900000000000000000e+01,9.800000000000000000e+01,1.800000000000000000e+01,4.100000000000000000e+01,2.800000000000000000e+01,4.000000000000000000e+00,5.700000000000000000e+01,1.983124999999999716e+01
7.600000000000000000e+01,8.200000000000000000e+01,3.300000000000000000e+01,3.000000000000000000e+00,2.700000000000000000e+01,4.000000000000000000e+01,1.200000000000000000e+01,7.000000000000000000e+00,8.900000000000000000e+01,6.100000000000000000e+01,4.488124999999999432e+01
5.100000000000000000e+01,4.700000000000000000e+01,2.300000000000000000e+01,7.300000000000000000e+01,8.900000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,8.200000000000000000e+01,1.200000000000000000e+01,2.205000000000000071e+01,7.800000000000000000e+01
4.300000000000000000e+01,8.100000000000000000e+01,6.000000000000000000e+00,5.900000000000000000e+01,6.000000000000000000e+01,3.200000000000000000e+01,6.000000000000000000e+00,6.100000000000000000e+01,7.300000000000000000e+01,8.200000000000000000e+01,9.840000000000000568e+01
8.900000000000000000e+01,6.600000000000000000e+01,6.600000000000000000e+01,8.700000000000000000e+01,1.600000000000000000e+01,6.700000000000000000e+01,5.000000000000000000e+00,8.700000000000000000e+01,9.400000000000000000e+01,7.085785675048828125e+01,3.600878906250000000e+01
1.100000000000000000e+01,5.700000000000000000e+01,7.800000000000000000e+01,1.700000000000000000e+01,6.000000000000000000e+00,1.600000000000000000e+01,1.900000000000000000e+01,9.800000000000000000e+01,8.600000000000000000e+01,2.200000000000000000e+01,9.029999999999999716e+01
3.100000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,6.700000000000000000e+01,9.300000000000000000e+01,4.700000000000000000e+01,5.800000000000000000e+01,4.100000000000000000e+01,9.900000000000000000e+01,2.900000000000000000e+01,3.464999999999999858e+01
9.500000000000000000e+01,5.900000000000000000e+01,9.600000000000000000e+01,2.100000000000000000e+01,7.500000000000000000e+01,9.900000000000000000e+01,6.900000000000000000e+01,4.000000000000000000e+00,9.500000000000000000e+01,5.316562499999999858e+01,5.854450683593749716e+01
5.100000000000000000e+01,6.600000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+01,3.300000000000000000e+01,9.000000000000000000e+00,1.200000000000000000e+01,1.500000000000000000e+01,6.800000000000000000e+01,8.806874999999999432e+01,8.312500000000000000e+01
1.600000000000000000e+01,8.500000000000000000e+01,5.700000000000000000e+01,8.100000000000000000e+01,1.400000000000000000e+01,1.000000000000000000e+00,8.900000000000000000e+01,3.700000000000000000e+01,4.400000000000000000e+01,9.700000000000000000e+01,5.808906250000001137e+01
5.700000000000000000e+01,8.200000000000000000e+01,7.200000000000000000e+01,3.900000000000000000e+01,2.800000000000000000e+01,4.700000000000000000e+01,8.400000000000000000e+01,7.000000000000000000e+00,7.800000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01
4.200000000000000000e+01,5.700000000000000000e+01,3.100000000000000000e+01,9.700000000000000000e+01,8.700000000000000000e+01,5.100000000000000000e+01,1.100000000000000000e+01,8.300000000000000000e+01,1.400000000000000000e+01,7.700000000000000000e+01,3.000000000000000000e+01
9.800000000000000000e+01,4.100000000000000000e+01,8.000000000000000000e+01,5.100000000000000000e+01,1.700000000000000000e+01,2.200000000000000000e+01,1.500000000000000000e+01,1.100000000000000000e+01,8.200000000000000000e+01,5.211624755859375568e+01,3.208750000000000568e+01
4.500000000000000000e+01,6.900000000000000000e+01,5.200000000000000000e+01,2.600000000000000000e+01,1.300000000000000000e+01,9.800000000000000000e+01,2.700000000000000000e+01,7.000000000000000000e+01,5.400000000000000000e+01,9.900000000000000000e+01,2.198437500000000000e+01
4.200000000000000000e+01,1.000000000000000000e+00,2.300000000000000000e+01,3.400000000000000000e+01,4.800000000000000000e+01,5.200000000000000000e+01,9.900000000000000000e+01,8.200000000000000000e+01,5.400000000000000000e+01,1.000000000000000000e+01,4.514999999999999858e+01
8.100000000000000000e+01,9.900000000000000000e+01,8.200000000000000000e+01,7.700000000000000000e+01,8.600000000000000000e+01,8.700000000000000000e+01,4.700000000000000000e+01,8.500000000000000000e+01,6.000000000000000000e+00,8.600000000000000000e+01,4.095000000000000284e+01
6.800000000000000000e+01,7.200000000000000000e+01,3.600000000000000000e+01,7.500000000000000000e+01,9.600000000000000000e+01,9.400000000000000000e+01,7.000000000000000000e+01,3.600000000000000000e+01,2.500000000000000000e+01,5.000000000000000000e+01,6.300000000000000000e+01
4.600000000000000000e+01,5.200000000000000000e+01,5.300000000000000000e+01,4.600000000000000000e+01,4.800000000000000000e+01,5.800000000000000000e+01,0.000000000000000000e+00,1.100000000000000000e+01,8.700000000000000000e+01,9.000000000000000000e+01,7.900000000000000000e+01
5.600000000000000000e+01,9.100000000000000000e+01,7.100000000000000000e+01,6.600000000000000000e+01,2.500000000000000000e+01,4.300000000000000000e+01,9.100000000000000000e+01,8.400000000000000000e+01,8.900000000000000000e+01,8.000000000000000000e+01,5.436341400146484659e+01
2.300000000000000000e+01,2.600000000000000000e+01,1.500000000000000000e+01,2.400000000000000000e+01,5.700000000000000000e+01,8.600000000000000000e+01,5.100000000000000000e+01,6.000000000000000000e+01,3.000000000000000000e+00,9.900000000000000000e+01,3.008891601562500284e+01
9.900000000000000000e+01,2.700000000000000000e+01,1.600000000000000000e+01,2.200000000000000000e+01,4.800000000000000000e+01,2.700000000000000000e+01,6.600000000000000000e+01,1.500000000000000000e+01,2.900000000000000000e+01,6.400000000000000000e+01,7.326229095458984375e+01
6.600000000000000000e+01,2.000000000000000000e+01,1.100000000000000000e+01,5.500000000000000000e+01,5.200000000000000000e+01,6.400000000000000000e+01,5.800000000000000000e+01,9.600000000000000000e+01,3.700000000000000000e+01,5.062500000000000000e+01,1.027125000000000057e+02
6.900000000000000000e+01,2.100000000000000000e+01,2.400000000000000000e+01,4.200000000000000000e+01,3.000000000000000000e+01,7.000000000000000000e+01,9.300000000000000000e+01,3.400000000000000000e+01,4.700000000000000000e+01,5.465625000000000000e+01,7.800000000000000000e+01
2.900000000000000000e+01,1.000000000000000000e+01,1.500000000000000000e+01,8.900000000000000000e+01,9.300000000000000000e+01,5.700000000000000000e+01,2.600000000000000000e+01,5.800000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,6.300000000000000000e+01
7.300000000000000000e+01,1.600000000000000000e+01,1.400000000000000000e+01,4.600000000000000000e+01,8.000000000000000000e+00,8.200000000000000000e+01,2.100000000000000000e+01,8.100000000000000000e+01,6.400000000000000000e+01,9.942500000000001137e+01,1.908906249999999716e+01
3.000000000000000000e+01,2.000000000000000000e+00,9.600000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+00,1.100000000000000000e+01,2.800000000000000000e+01,4.000000000000000000e+01,4.514999999999999858e+01,9.400000000000000000e+01,1.600000000000000000e+01
1.400000000000000000e+01,8.900000000000000000e+01,0.000000000000000000e+00,7.500000000000000000e+01,9.600000000000000000e+01,5.400000000000000000e+01,9.600000000000000000e+01,8.300000000000000000e+01,1.300000000000000000e+01,4.400000000000000000e+01,4.800000000000000000e+01
8.700000000000000000e+01,8.200000000000000000e+01,6.800000000000000000e+01,4.300000000000000000e+01,3.100000000000000000e+01,6.800000000000000000e+01,7.400000000000000000e+01,9.900000000000000000e+01,7.600000000000000000e+01,7.400000000000000000e+01,9.000000000000000000e+01
3.200000000000000000e+01,2.400000000000000000e+01,5.100000000000000000e+01,9.500000000000000000e+01,5.000000000000000000e+01,2.200000000000000000e+01,2.300000000000000000e+01,4.000000000000000000e+01,6.900000000000000000e+01,8.820000000000000284e+01,1.500000000000000000e+01
9.600000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,6.200000000000000000e+01,4.700000000000000000e+01,8.800000000000000000e+01,9.300000000000000000e+01,6.600000000000000000e+01,2.700000000000000000e+01,6.200000000000000000e+01,2.600000000000000000e+01
9.700000000000000000e+01,4.300000000000000000e+01,5.400000000000000000e+01,3.100000000000000000e+01,8.600000000000000000e+01,8.700000000000000000e+01,4.400000000000000000e+01,3.700000000000000000e+01,8.000000000000000000e+01,3.200000000000000000e+01,9.400000000000000000e+01
9.800000000000000000e+01,1.100000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,2.000000000000000000e+01,5.000000000000000000e+00,5.600000000000000000e+01,9.000000000000000000e+01,4.000000000000000000e+00,9.900000000000000000e+01,2.198437500000000000e+01
8.000000000000000000e+01,9.800000000000000000e+01,5.000000000000000000e+00,4.900000000000000000e+01,1.300000000000000000e+01,5.600000000000000000e+01,1.500000000000000000e+01,4.600000000000000000e+01,5.300000000000000000e+01,2.700000000000000000e+01,3.464999999999999858e+01
5.400000000000000000e+01,5.700000000000000000e+01,4.000000000000000000e+01,7.900000000000000000e+01,4.200000000000000000e+01,6.100000000000000000e+01,9.600000000000000000e+01,6.200000000000000000e+01,4.200000000000000000e+01,4.000000000000000000e+00,5.985000000000000142e+01
9.800000000000000000e+01,3.600000000000000000e+01,1.300000000000000000e+01,4.100000000000000000e+01,8.100000000000000000e+01,6.300000000000000000e+01,3.000000000000000000e+01,9.100000000000000000e+01,9.000000000000000000e+00,6.652343750000000000e+01,9.129453124999999147e+01
4.800000000000000000e+01,1.900000000000000000e+01,3.800000000000000000e+01,9.400000000000000000e+01,9.600000000000000000e+01,8.100000000000000000e+01,3.500000000000000000e+01,2.900000000000000000e+01,2.300000000000000000e+01,8.100000000000000000e+01,2.936250000000000071e+01
7.300000000000000000e+01,6.900000000000000000e+01,5.000000000000000000e+00,1.700000000000000000e+01,7.800000000000000000e+01,7.500000000000000000e+01,3.800000000000000000e+01,2.500000000000000000e+01,4.400000000000000000e+01,8.900000000000000000e+01,8.100000000000000000e+01
9.900000000000000000e+01,5.500000000000000000e+01,4.700000000000000000e+01,3.300000000000000000e+01,1.300000000000000000e+01,6.100000000000000000e+01,3.600000000000000000e+01,3.700000000000000000e+01,5.900000000000000000e+01,8.800000000000000000e+01,8.500000000000000000e+01
8.900000000000000000e+01,6.000000000000000000e+00,9.700000000000000000e+01,4.900000000000000000e+01,7.300000000000000000e+01,9.300000000000000000e+01,9.300000000000000000e+01,6.500000000000000000e+01,3.100000000000000000e+01,2.100000000000000000e+01,2.100000000000000000e+01
4.000000000000000000e+01,9.000000000000000000e+00,9.600000000000000000e+01,7.100000000000000000e+01,8.800000000000000000e+01,2.700000000000000000e+01,3.000000000000000000e+01,3.700000000000000000e+01,6.900000000000000000e+01,8.200000000000000000e+01,9.942500000000001137e+01
3.100000000000000000e+01,2.000000000000000000e+00,5.100000000000000000e+01,2.500000000000000000e+01,6.700000000000000000e+01,8.600000000000000000e+01,4.100000000000000000e+01,5.700000000000000000e+01,3.600000000000000000e+01,9.056250000000000000e+01,6.471250000000000568e+01
3.635597011687610181e-01,2.578002823834340518e+01,3.253619911909466822e+01,1.352706640657597426e+01,6.505456928051486898e+00,3.531412550507342729e+01,1.005871082015555373e+02,6.806723500906318236e+01,1.374357271737231337e-03,4.204919490819123240e+01,2.158382161587555714e+01
9.600000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+00,6.500000000000000000e+01,5.500000000000000000e+01,3.400000000000000000e+01,9.000000000000000000e+00,1.800000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+01,8.000000000000000000e+01
3.400000000000000000e+01,7.700000000000000000e+01,2.000000000000000000e+00,1.200000000000000000e+01,6.800000000000000000e+01,1.600000000000000000e+01,1.000000000000000000e+01,8.600000000000000000e+01,1.300000000000000000e+01,9.400000000000000000e+01,5.565000000000000568e+01
9.000000000000000000e+01,6.800000000000000000e+01,3.900000000000000000e+01,5.000000000000000000e+01,3.700000000000000000e+01,8.800000000000000000e+01,9.600000000000000000e+01,5.800000000000000000e+01,4.000000000000000000e+00,4.400000000000000000e+01,5.355000000000000426e+01
1.900000000000000000e+01,2.400000000000000000e+01,5.700000000000000000e+01,5.300000000000000000e+01,4.500000000000000000e+01,2.700000000000000000e+01,5.100000000000000000e+01,3.600000000000000000e+01,1.700000000000000000e+01,1.029000000000000057e+02,7.900000000000000000e+01
5.900000000000000000e+01,2.100000000000000000e+01,8.700000000000000000e+01,4.400000000000000000e+01,6.300000000000000000e+01,1.000000000000000000e+01,2.600000000000000000e+01,6.300000000000000000e+01,1.100000000000000000e+01,5.432500000000000284e+01,6.559999999999999432e+01
4.100000000000000000e+01,9.700000000000000000e+01,9.600000000000000000e+01,6.700000000000000000e+01,2.000000000000000000e+01,6.700000000000000000e+01,3.200000000000000000e+01,5.700000000000000000e+01,7.200000000000000000e+01,9.416249999999999432e+01,8.100000000000000000e+01
8.200000000000000000e+01,5.500000000000000000e+01,4.200000000000000000e+01,4.600000000000000000e+01,1.200000000000000000e+01,7.700000000000000000e+01,1.600000000000000000e+01,6.500000000000000000e+01,1.300000000000000000e+01,9.737500000000000000e+01,4.920000000000000284e+01
3.652438606342349736e-01,6.324387486938361747e+01,2.566826008032116846e+01,1.169684221918445211e+01,3.439585618905859121e+01,8.222499806420881185e+00,9.737015069767713271e+01,8.959652337860607219e+00,2.628251368797940302e+01,6.363691583890304315e+00,2.579758759955862146e+01
1.702835771016661681e+01,4.077216343969364942e+01,1.076220188756119427e+02,6.921604324172824008e+00,8.666346293497016973e+01,3.040739660458415017e+01,6.119270530843240863e+01,9.724236152583205239e+01,5.017840902919523671e+01,5.169937172298294570e+01,1.549589572966625015e-02
8.900000000000000000e+01,6.500000000000000000e+01,4.700000000000000000e+01,2.300000000000000000e+01,9.500000000000000000e+01,4.300000000000000000e+01,6.900000000000000000e+01,2.300000000000000000e+01,6.300000000000000000e+01,6.471250000000000568e+01,5.936874999999999858e+01
6.800000000000000000e+01,8.700000000000000000e+01,8.800000000000000000e+01,4.700000000000000000e+01,7.900000000000000000e+01,3.000000000000000000e+00,1.300000000000000000e+01,8.900000000000000000e+01,2.600000000000000000e+01,8.000000000000000000e+01,6.300000000000000000e+01
9.900000000000000000e+01,4.700000000000000000e+01,7.600000000000000000e+01,3.800000000000000000e+01,2.100000000000000000e+01,4.500000000000000000e+01,3.500000000000000000e+01,4.700000000000000000e+01,8.900000000000000000e+01,4.900000000000000000e+01,6.090000000000000568e+01
7.017652538626964542e+01,1.218137695547473065e+01,5.084370598067968672e+01,4.157544465650708787e+01,3.351231451673010042e+01,1.021240463976180308e+02,8.190261334617399314e+01,8.749729281688772176e+00,9.506209743608891927e+01,2.040384987526268645e+01,1.549602241369835848e-02
-6.010402673894493786e-03,3.412024417058044889e+01,3.394699620624987801e+01,8.723918946758311677e+01,5.326331034348152116e+01,7.828068932939859792e+01,1.701639754117411751e+00,2.294297733013623386e+00,2.089329357786895613e+01,8.030767071644066846e+01,7.994568849526226373e+00
5.100000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,8.800000000000000000e+01,3.400000000000000000e+01,7.300000000000000000e+01,1.300000000000000000e+01,8.800000000000000000e+01,1.000000000000000000e+01
3.871086952743954868e+01,5.197088377306126006e+01,4.777199605575681574e+01,5.369397137976244494e+01,9.890457993390034952e-01,1.110167332358044590e+01,4.022441925113122352e+01,9.775550454362799258e+01,7.381750498875615563e+01,8.624003592651808958e+01,7.921487138638129011e+01
5.416425905741780866e+01,1.145772777943311098e+02,6.550010378434130587e+01,1.292070619096480399e+01,9.779049976824873625e+01,5.756359349492115030e+01,2.898457886975266362e+01,1.026322033627066048e+02,1.706938343073609587e+01,6.138217245474145045e+01,1.549568453104119281e-02
2.668281240449129399e+01,4.486161283949849121e+01,6.396014953986426121e+01,3.206249489388636675e+01,6.713132741601111775e+01,5.562893128689323063e+00,6.166808410738832436e+01,9.320572378007211967e+01,4.659184453664601477e+01,1.101277816896383541e+02,1.549588299963683760e-02
7.144788370340252470e+01,5.273649911005566082e+01,2.572519166033547222e+01,9.475213294998012259e+01,7.556574643288726634e+01,5.594979794789867356e+01,6.804416690819547853e+01,5.024715504946001943e+01,2.281121727229032814e+01,9.332600545829858163e+01,1.549555558709832942e-02
8.408779635014633413e+01,3.041052671257902773e+01,7.500141440314945385e+01,7.962677056213206583e+01,9.999255632141826888e-01,4.131077483741302103e+01,7.610289493324819432e+01,2.468585475291271791e+01,9.756641324846214047e+01,9.214083636773096941e+01,6.878423949724070496e+01
2.153658054437054270e-01,6.496830497311577801e+01,4.530207989600549467e+01,2.895656761948026059e+01,3.138491349823445731e+01,2.696104438649526713e+01,9.036259337042389461e+01,9.555020096811691133e+01,6.809987396732405784e+01,6.989991179273111754e+01,3.783053082338602735e+01
2.441417277872213276e+01,1.241054367033732575e+02,1.022479485253744542e+02,3.979363154738799579e+01,6.173876187395310922e+01,1.396303222448788617e+01,7.149770111337799960e+01,8.622298113884292547e+01,8.877244967981350499e+01,1.154755538946784554e+02,1.549568694145792361e-02
8.813699934750121656e+01,7.831078046124628145e+01,1.002192880364955130e+00,2.860863018107129108e+01,3.043249618929058542e+00,8.090173234692085202e+01,7.183118095483499133e+01,5.543178831266678230e+01,3.102530222286606687e+01,8.998468402817732681e+01,6.867168300703636419e+01
9.116090040544858653e+01,1.174168171014467816e+02,6.232567646522458915e+01,5.791221645214837110e+01,7.390729695393719112e+01,4.415167792579370598e+01,7.312353799008775468e+01,5.373923070752344699e+01,1.154629956790837184e+02,5.650208218892714029e+01,1.549601491284683871e-02
7.572953914197094738e-02,1.943761465257099985e+01,5.170728733481186623e+01,1.403631052392971128e+02,8.645459807111237183e+00,2.854407925212849761e+01,1.153964784161368016e+02,3.814612119250884348e+01,9.299551334658815449e+01,5.556190488135945316e+01,6.418980425853229121e+01
-8.093781480417829854e-01,4.908044221606543545e+01,2.348493931140634761e+00,1.143292104574067025e+02,8.628228545966886998e+01,-5.587829643287360426e+00,9.639225707518755826e+01,5.238963568210665755e+01,1.286032059075661671e+01,7.173129025713581086e+01,7.076841126404610804e+01
-6.127044658652648634e-02,6.379793124705037144e+01,1.204791297318613630e+01,2.071493219193115465e+01,2.876156927037922628e+01,9.085264182991744519e+01,6.459305166504583084e+00,1.941737559223975040e+01,2.051746241209364285e+01,1.233492610051829104e+02,1.019117678497515733e+01
1.746850689452623673e+00,9.231374154001267129e+01,1.094473639711182500e+02,2.363139973974203656e+01,2.539106518760208786e+01,-6.978544312056371268e+01,-1.070032005141005271e+01,7.946469220685577284e+01,1.237347694563622724e+01,-1.292457280680689991e-01,4.203770560826831115e+02
