n,K1,K2,a1,a2,c1,c2
6.000000000000000000e+01,1.800000000000000000e+01,7.200000000000000000e+01,9.000000000000000000e+01,2.800000000000000000e+01,6.800000000000000000e+01,1.680000000000000071e+01
6.500000000000000000e+01,3.000000000000000000e+01,4.100000000000000000e+01,5.100000000000000000e+01,3.200000000000000000e+01,1.200000000000000000e+01,9.135000000000000853e+01
5.700000000000000000e+01,2.600000000000000000e+01,5.500000000000000000e+01,2.200000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+01,5.880000000000000426e+01
2.173937883555414063e-01,8.414358264814319810e+00,2.019515427125065230e+02,6.454975727491540738e+01,5.933425782404209770e+01,4.193974172919770638e+01,1.028399899090364755e+01
7.100000000000000000e+01,9.400000000000000000e+01,8.000000000000000000e+00,1.300000000000000000e+01,2.700000000000000000e+01,9.659999999999999432e+01,9.942500000000001137e+01
5.800000000000000000e+01,1.100000000000000000e+01,2.400000000000000000e+01,8.300000000000000000e+01,8.000000000000000000e+00,6.600000000000000000e+01,5.500000000000000000e+01
3.900000000000000000e+01,8.400000000000000000e+01,6.400000000000000000e+01,7.500000000000000000e+01,1.200000000000000000e+01,6.700000000000000000e+01,9.554999999999999716e+01
8.200000000000000000e+01,7.000000000000000000e+01,9.700000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+00,7.000000000000000000e+00,9.028125000000000000e+01
6.300000000000000000e+01,3.100000000000000000e+01,2.400000000000000000e+01,3.600000000000000000e+01,4.200000000000000000e+01,7.035000000000000853e+01,3.400000000000000000e+01
7.500000000000000000e+01,8.100000000000000000e+01,1.300000000000000000e+01,5.500000000000000000e+01,2.500000000000000000e+01,6.000000000000000000e+00,4.817499999999999716e+01
6.500000000000000000e+01,6.200000000000000000e+01,5.300000000000000000e+01,2.000000000000000000e+00,7.600000000000000000e+01,5.900000000000000000e+01,7.200000000000000000e+01
6.100000000000000000e+01,4.600000000000000000e+01,6.400000000000000000e+01,5.800000000000000000e+01,5.900000000000000000e+01,2.800000000000000000e+01,3.255000000000000426e+01
1.445428818463707010e+01,5.702466335921504026e+01,9.279027453092683686e+01,7.278159131495489476e+01,5.848595598650014438e+01,7.279108931066755872e+01,3.598729664118646698e-02
8.700000000000000000e+01,9.800000000000000000e+01,1.800000000000000000e+01,9.600000000000000000e+01,3.400000000000000000e+01,7.277500000000000568e+01,4.224609375000000000e+01
4.800000000000000000e+01,8.000000000000000000e+01,1.400000000000000000e+01,1.700000000000000000e+01,5.500000000000000000e+01,2.357500000000000284e+01,8.200000000000000000e+01
5.200000000000000000e+01,5.000000000000000000e+01,3.100000000000000000e+01,3.600000000000000000e+01,2.600000000000000000e+01,4.400000000000000000e+01,9.135000000000000853e+01
7.000000000000000000e+01,7.000000000000000000e+01,3.700000000000000000e+01,3.900000000000000000e+01,9.200000000000000000e+01,4.600000000000000000e+01,4.514999999999999858e+01
5.600000000000000000e+01,9.400000000000000000e+01,4.800000000000000000e+01,5.900000000000000000e+01,5.200000000000000000e+01,7.895357666015624432e+01,7.679532470703125568e+01
4.000000000000000000e+01,5.300000000000000000e+01,4.800000000000000000e+01,6.300000000000000000e+01,2.100000000000000000e+01,9.029999999999999716e+01,4.300000000000000000e+01
1.060185653073718315e-01,8.035563620383969408e+01,7.619778875856593459e+01,5.690234705386783531e+01,4.003604844638307725e+01,3.736128790674735001e+01,1.114119971020352651e+01
4.800000000000000000e+01,9.800000000000000000e+01,1.900000000000000000e+01,1.700000000000000000e+01,6.200000000000000000e+01,6.200000000000000000e+01,7.875000000000000000e+01
4.100000000000000000e+01,1.800000000000000000e+01,2.400000000000000000e+01,9.400000000000000000e+01,3.700000000000000000e+01,2.000000000000000000e+00,1.029000000000000057e+02
5.000000000000000000e+01,8.300000000000000000e+01,5.100000000000000000e+01,1.200000000000000000e+01,1.600000000000000000e+01,3.700000000000000000e+01,1.890000000000000213e+01
7.500000000000000000e+01,5.000000000000000000e+01,9.300000000000000000e+01,4.500000000000000000e+01,5.100000000000000000e+01,8.900000000000000000e+01,8.700000000000000000e+01
1.281389929363043620e+02,1.044333494929553652e+01,1.824133686497239069e+02,9.351258437488894515e+01,6.824976546993644888e+01,-9.043772968707881610e-01,3.597661511737668127e-02
1.446098224315389302e+01,3.745695634792045325e+01,6.886461126824661960e+01,1.884173361740269521e-03,2.462342569353640442e+01,8.765744797336853367e+01,3.598192629473433157e-02
9.300000000000000000e+01,8.000000000000000000e+00,3.800000000000000000e+01,5.100000000000000000e+01,6.100000000000000000e+01,6.825000000000000000e+01,6.600000000000000000e+01
3.458228642362362848e+01,2.573835897314757659e+01,2.061122614139845766e+01,8.096283201100916926e+01,3.885809944706259245e+01,6.518796418665505144e+01,3.598735786755148658e-02
1.440930495894938801e+01,9.322986997130229270e+01,8.296653122985013340e+00,9.816769199745840524e+01,1.008086578791304646e+02,9.367794534838934339e+01,3.598718676588963383e-02
8.100000000000000000e+01,7.900000000000000000e+01,1.100000000000000000e+01,4.600000000000000000e+01,3.600000000000000000e+01,7.035000000000000853e+01,5.000000000000000000e+01
7.500000000000000000e+01,9.400000000000000000e+01,1.800000000000000000e+01,7.900000000000000000e+01,3.700000000000000000e+01,7.900000000000000000e+01,9.345000000000000284e+01
5.616894339682893644e+01,2.149130731760731905e+01,1.946554299467974403e+01,1.208451746048858126e+02,8.707464134490092533e+01,5.627882011411841745e+01,3.598785759164371822e-02
7.600000000000000000e+01,9.100000000000000000e+01,9.600000000000000000e+01,2.200000000000000000e+01,5.700000000000000000e+01,9.056250000000000000e+01,9.289375000000001137e+01
4.599363203725634008e+01,1.502573984856005929e+01,3.769638557785614807e+01,1.833273614519594474e+01,9.638042156742508837e+01,7.738722307855721283e+01,3.598659826754802699e-02
5.350793289024069566e+01,1.140929005580812650e+01,6.923499733561754965e+01,5.137742905713965058e+01,8.109748886397078138e+01,6.753190827585254397e+01,3.598798285985589651e-02
9.700000000000000000e+01,8.500000000000000000e+01,8.200000000000000000e+01,1.200000000000000000e+01,2.000000000000000000e+00,7.600000000000000000e+01,8.295000000000000284e+01
9.500000000000000000e+01,7.600000000000000000e+01,7.600000000000000000e+01,8.900000000000000000e+01,9.200000000000000000e+01,7.200000000000000000e+01,7.770000000000000284e+01
-1.284041817133960151e-01,3.310366126261144473e+02,3.389246300683996083e+01,4.106994126485349739e+01,-1.039473256790029332e+00,5.217540813846639480e+01,-3.703172500439737558e-01
9.500000000000000000e+01,2.600000000000000000e+01,4.200000000000000000e+01,7.600000000000000000e+01,7.600000000000000000e+01,5.000000000000000000e+01,9.135000000000000853e+01
8.600000000000000000e+01,5.000000000000000000e+01,2.800000000000000000e+01,1.400000000000000000e+01,5.900000000000000000e+01,1.029000000000000057e+02,3.200000000000000000e+01
7.464573332119499582e+01,3.916642421200788249e+01,8.898392101311436875e+00,3.706649014128846176e+00,9.824423429771776739e+01,5.866984019345605361e+01,3.598711058727091516e-02
4.900000000000000000e+01,7.400000000000000000e+01,2.500000000000000052e-04,1.200000000000000000e+01,1.100000000000000000e+01,1.800000000000000000e+01,5.400000000000000000e+01
6.169764581101600243e+01,6.113928808877606969e+01,1.054854393504140830e+02,1.232573630811088528e+01,8.729025682864876501e+01,7.681170652724415504e+01,3.598696872145325243e-02
4.847123779964560697e+01,6.785013590424301810e+01,8.772407239551847624e+01,8.084681193514830966e+01,1.067791088708605400e+02,1.167545705579557023e+02,3.598709621865810171e-02
-9.487330337443535822e-01,3.181765498208801546e+01,1.747619393208487182e+01,3.247817222031198270e+01,7.230250377449071664e+01,7.482671874686050728e+01,2.898522773958491783e+01
7.000000000000000000e+01,2.500000000000000052e-04,5.100000000000000000e+01,4.500000000000000000e+01,6.700000000000000000e+01,1.200000000000000000e+01,1.500000000000000000e+01
5.100000000000000000e+01,2.500000000000000052e-04,7.200000000000000000e+01,7.000000000000000000e+01,2.900000000000000000e+01,2.500000000000000000e+01,5.300000000000000000e+01
4.400000000000000000e+01,2.500000000000000052e-04,2.800000000000000000e+01,5.400000000000000000e+01,6.400000000000000000e+01,8.700000000000000000e+01,3.300000000000000000e+01
