n,K1,K2,K3,K4,g1,g2,k1,k2
10.0,2.003183634119657,1.1942073760927734,2.2974099674228023,1.8219617235449657,0.06603674371426314,0.5936881176418211,0.030281216642015094,0.41290085682692546
