n,K1,K2,K3,K4,a1,a2,b1,b2,c1,c2
2.000000000000000000e+01,7.800000000000000000e+01,9.600000000000000000e+01,1.600000000000000000e+01,4.300000000000000000e+01,7.400000000000000000e+01,3.100000000000000000e+01,4.800000000000000000e+01,3.000000000000000000e+01,4.500000000000000000e+01,2.003125000000000000e+01
4.800000000000000000e+01,4.500000000000000000e+01,3.000000000000000000e+01,1.400000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+01,6.500000000000000000e+01,0.000000000000000000e+00,3.800000000000000000e+01,7.000000000000000000e+00,7.541369628906250000e+01
1.600000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+01,4.500000000000000000e+01,9.900000000000000000e+01,6.200000000000000000e+01,5.000000000000000000e+01,8.400000000000000000e+01,1.600000000000000000e+01,1.500000000000000000e+01,5.871250000000000568e+01
3.800000000000000000e+01,8.200000000000000000e+01,3.100000000000000000e+01,8.600000000000000000e+01,7.800000000000000000e+01,3.900000000000000000e+01,7.400000000000000000e+01,2.300000000000000000e+01,1.900000000000000000e+01,3.631250000000000000e+01,7.290000000000000568e+01
4.800000000000000000e+01,2.000000000000000000e+01,3.700000000000000000e+01,2.600000000000000000e+01,5.800000000000000000e+01,4.600000000000000000e+01,8.600000000000000000e+01,8.300000000000000000e+01,8.000000000000000000e+01,1.740767211914062429e+01,6.976931152343750853e+01
4.100000000000000000e+01,7.900000000000000000e+01,7.000000000000000000e+00,6.100000000000000000e+01,5.000000000000000000e+00,2.500000000000000000e+01,3.400000000000000000e+01,5.800000000000000000e+01,5.600000000000000000e+01,3.138750000000000284e+01,9.856250000000000000e+01
3.100000000000000000e+01,4.400000000000000000e+01,8.300000000000000000e+01,3.500000000000000000e+01,4.700000000000000000e+01,5.300000000000000000e+01,6.000000000000000000e+01,7.000000000000000000e+00,6.300000000000000000e+01,8.100000000000000000e+01,8.300000000000000000e+01
9.500000000000000000e+01,8.500000000000000000e+01,3.000000000000000000e+01,1.048437499999999911e+00,1.000000000000000000e+01,5.100000000000000000e+01,1.000000000000000000e+00,7.000000000000000000e+00,8.500000000000000000e+01,9.014062500000000000e+01,9.000000000000000000e+01
7.700000000000000000e+01,3.400000000000000000e+01,2.400000000000000000e+01,1.500000000000000000e+01,7.500000000000000000e+01,1.700000000000000000e+01,5.300000000000000000e+01,5.300000000000000000e+01,8.200000000000000000e+01,1.200000000000000000e+01,9.604687500000000000e+01
1.000000000000000000e+01,9.100000000000000000e+01,7.100000000000000000e+01,7.700000000000000000e+01,5.300000000000000000e+01,5.200000000000000000e+01,4.800000000000000000e+01,8.500000000000000000e+01,7.700000000000000000e+01,8.715525512695313637e+01,4.900000000000000000e+01
8.900000000000000000e+01,8.400000000000000000e+01,8.900000000000000000e+01,4.800000000000000000e+01,5.200000000000000000e+01,2.400000000000000000e+01,7.800000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+01,8.600000000000000000e+01,6.100000000000000000e+01
2.900000000000000000e+01,4.500000000000000000e+01,9.100000000000000000e+01,9.300000000000000000e+01,9.100000000000000000e+01,2.700000000000000000e+01,1.300000000000000000e+01,9.700000000000000000e+01,8.100000000000000000e+01,2.075000000000000000e+01,9.414547119140624432e+01
8.900000000000000000e+01,6.700000000000000000e+01,2.409667968749999972e-04,4.700000000000000000e+01,5.200000000000000000e+01,9.000000000000000000e+01,3.300000000000000000e+01,8.202001953119034283e+01,5.300000000000000000e+01,5.909218750004292531e+01,7.000000000000000000e+01
2.400000000000000000e+01,5.600000000000000000e+01,9.100000000000000000e+01,2.011994934082031339e+00,7.200000000000000000e+01,4.200000000000000000e+01,1.000000000000000000e+01,6.800000000000000000e+01,6.300000000000000000e+01,3.600000000000000000e+01,9.604823303222656250e+01
5.000000000000000000e+00,5.300000000000000000e+01,9.028124999999999289e+00,1.800000000000000000e+01,6.200000000000000000e+01,3.700000000000000000e+01,2.400000000000000000e+01,3.587500000000000000e+01,1.800000000000000000e+01,7.664062500000000000e+01,7.300000000000000000e+01
7.600000000000000000e+01,6.700000000000000000e+01,4.400000000000000000e+01,2.500000000000000000e+01,5.500000000000000000e+01,3.300000000000000000e+01,7.400000000000000000e+01,8.300000000000000000e+01,5.500000000000000000e+01,7.581386718749999432e+01,9.126662368774412926e+01
1.800000000000000000e+01,3.700000000000000000e+01,4.700000000000000000e+01,4.500000000000000000e+01,2.400000000000000000e+01,2.700000000000000000e+01,5.100000000000000000e+01,2.700000000000000000e+01,7.000000000000000000e+01,5.498750000000000426e+01,9.414660644531248579e+01
1.500000000000000000e+01,5.700000000000000000e+01,2.200000000000000000e+01,3.700000000000000000e+01,6.400000000000000000e+01,4.100000000000000000e+01,5.000000000000000000e+00,6.300000000000000000e+01,6.300000000000000000e+01,1.575000000000000000e+01,6.500000000000000000e+01
6.900000000000000000e+01,1.100000000000000000e+01,1.300000000000000000e+01,3.800000000000000000e+01,2.400000000000000000e+01,2.200000000000000000e+01,7.700000000000000000e+01,1.100000000000000000e+01,7.800000000000000000e+01,9.700000000000000000e+01,9.338046875000000568e+01
1.700000000000000000e+01,6.900000000000000000e+01,4.600000000000000000e+01,7.800000000000000000e+01,2.000000000000000000e+01,8.500000000000000000e+01,6.700000000000000000e+01,4.800000000000000000e+01,9.900000000000000000e+01,9.800000000000000000e+01,7.188750000000000284e+01
2.900000000000000000e+01,5.300000000000000000e+01,5.400000000000000000e+01,2.000341796875000355e+00,4.700000000000000000e+01,6.000000000000000000e+00,4.900000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+01,4.565000000000000568e+01,9.414660644531248579e+01
2.000000000000000000e+00,5.800000000000000000e+01,8.010670459270475163e+00,4.876250000000000284e+01,5.700000000000000000e+01,4.000000000000000000e+01,3.800000000000000000e+01,6.000000000000000000e+01,1.700000000000000000e+01,9.600005507469177246e+01,5.055828094482421875e+01
6.786418468092068679e+01,8.400434753469087923e+01,6.478170799294773019e+01,1.117158423778212040e+02,4.082335451765737844e+01,5.145447285210109101e+01,5.809429316989873371e+01,4.333244300792155457e+01,4.420483285485292413e+01,1.004026294084832571e+01,1.549528536388675680e-02
1.600000000000000000e+01,1.800000000000000000e+01,3.700000000000000000e+01,1.900000000000000000e+01,7.300000000000000000e+01,0.000000000000000000e+00,3.400000000000000000e+01,7.400000000000000000e+01,1.500000000000000000e+01,6.600000000000000000e+01,4.348605957031250568e+01
6.300000000000000000e+01,6.300000000000000000e+01,5.000000000000000000e+00,4.300000000000000000e+01,9.000000000000000000e+01,4.200000000000000000e+01,5.600000000000000000e+01,7.900000000000000000e+01,6.600000000000000000e+01,6.176250000000000284e+01,9.856250000000000000e+01
6.900000000000000000e+01,1.000000000000000000e+00,7.700000000000000000e+01,1.000000000000000000e+01,6.700000000000000000e+01,2.800000000000000000e+01,5.300000000000000000e+01,9.800000000000000000e+01,7.700000000000000000e+01,9.200000000000000000e+01,6.886328125000000000e+01
3.300000000000000000e+01,3.000000000000000000e+00,6.100000000000000000e+01,2.900000000000000000e+01,6.300000000000000000e+01,3.900000000000000000e+01,5.900000000000000000e+01,1.100000000000000000e+01,8.600000000000000000e+01,6.581250000000000000e+01,9.856250000000000000e+01
1.700000000000000000e+01,1.100000000000000000e+01,7.900000000000000000e+01,7.200000000000000000e+01,2.200000000000000000e+01,1.800000000000000000e+01,7.200000000000000000e+01,4.400000000000000000e+01,9.800000000000000000e+01,2.200000000000000000e+01,5.985000000000000142e+01
8.800000000000000000e+01,4.900000000000000000e+01,1.700000000000000000e+01,3.900000000000000000e+01,6.000000000000000000e+00,7.800000000000000000e+01,8.500000000000000000e+01,9.700000000000000000e+01,4.900000000000000000e+01,1.029000000000000057e+02,5.600000000000000000e+01
5.953794729783885131e+00,4.325479010315935824e+01,3.657769987883776963e+01,2.037221519865437536e+00,3.587658212859697926e+01,1.548321401670466457e+02,5.049612929401259009e+01,1.303426270777700893e+02,7.008461823445193772e+01,5.651013751307015776e-01,6.091511727318716041e+00
6.000000000000000000e+01,5.000000000000000000e+01,5.500000000000000000e+01,6.200000000000000000e+01,5.200000000000000000e+01,3.800000000000000000e+01,2.000000000000000000e+00,2.800000000000000000e+01,5.500000000000000000e+01,3.400000000000000000e+01,5.355000000000000426e+01
8.900000000000000000e+01,2.000000000000000000e+01,4.800000000000000000e+01,9.000000000000000000e+00,3.900000000000000000e+01,9.500000000000000000e+01,8.800000000000000000e+01,5.800000000000000000e+01,4.500000000000000000e+01,7.350000000000000000e+01,7.100000000000000000e+01
1.100000000000000000e+01,3.800000000000000000e+01,9.600000000000000000e+01,7.700000000000000000e+01,5.600000000000000000e+01,2.400000000000000000e+01,2.600000000000000000e+01,8.000000000000000000e+01,9.800000000000000000e+01,7.262500000000000000e+01,1.721249999999999858e+01
5.600000000000000000e+01,6.000000000000000000e+01,1.100000000000000000e+01,3.900000000000000000e+01,9.400000000000000000e+01,7.900000000000000000e+01,9.900000000000000000e+01,3.500000000000000000e+01,6.500000000000000000e+01,9.134402618408203978e+01,2.400164794921875000e+01
2.489801724838498842e+01,9.012436819248156894e+01,1.097885089351290588e+01,5.617469847443308595e+01,1.389889685813228937e+01,5.548501449000654873e+01,4.576115111346128117e+01,9.764686072611614520e+01,1.475650974029523468e+02,-3.896877821486993687e-01,1.549583007112340788e-02
1.500000000000000000e+01,3.200000000000000000e+01,6.200000000000000000e+01,3.600000000000000000e+01,3.400000000000000000e+01,7.000000000000000000e+00,2.600000000000000000e+01,5.300000000000000000e+01,4.300000000000000000e+01,6.277500000000000568e+01,3.847500000000000142e+01
1.600000000000000000e+01,2.400000000000000000e+01,4.200000000000000000e+01,4.800000000000000000e+01,1.900000000000000000e+01,6.400000000000000000e+01,4.000000000000000000e+01,3.300000000000000000e+01,7.700000000000000000e+01,1.000000000000000000e+01,6.847499999999999432e+01
6.500000000000000000e+01,1.300000000000000000e+01,2.900000000000000000e+01,2.800000000000000000e+01,9.800000000000000000e+01,7.300000000000000000e+01,4.400000000000000000e+01,6.100000000000000000e+01,8.800000000000000000e+01,2.000000000000000000e+00,5.145000000000000284e+01
8.800000000000000000e+01,5.700000000000000000e+01,6.200000000000000000e+01,4.300000000000000000e+01,1.400000000000000000e+01,4.200000000000000000e+01,8.500000000000000000e+01,4.100000000000000000e+01,7.200000000000000000e+01,1.900000000000000000e+01,3.464999999999999858e+01
4.700000000000000000e+01,2.000000000000000000e+00,5.700000000000000000e+01,1.600000000000000000e+01,8.600000000000000000e+01,5.800000000000000000e+01,6.200000000000000000e+01,1.100000000000000000e+01,7.800000000000000000e+01,8.295000000000000284e+01,6.600000000000000000e+01
6.200000000000000000e+01,3.900000000000000000e+01,9.600000000000000000e+01,5.900000000000000000e+01,2.600000000000000000e+01,1.200000000000000000e+01,5.900000000000000000e+01,9.100000000000000000e+01,1.000000000000000000e+00,9.922499999999999432e+01,2.870000000000000284e+01
3.000000000000000000e+00,1.700000000000000000e+01,5.200000000000000000e+01,2.700000000000000000e+01,7.600000000000000000e+01,4.800000000000000000e+01,7.400000000000000000e+01,5.900000000000000000e+01,4.300000000000000000e+01,5.400000000000000000e+01,7.454999999999999716e+01
8.600000000000000000e+01,3.200000000000000000e+01,4.100000000000000000e+01,5.400000000000000000e+01,7.700000000000000000e+01,5.000000000000000000e+00,2.900000000000000000e+01,3.900000000000000000e+01,5.000000000000000000e+01,1.800000000000000000e+01,5.985000000000000142e+01
5.000000000000000000e+01,1.600000000000000000e+01,6.700000000000000000e+01,6.400000000000000000e+01,4.000000000000000000e+01,6.600000000000000000e+01,8.800000000000000000e+01,7.600000000000000000e+01,6.300000000000000000e+01,2.500000000000000000e+01,7.979999999999999716e+01
9.100000000000000000e+01,5.900000000000000000e+01,3.700000000000000000e+01,2.800000000000000000e+01,7.900000000000000000e+01,8.000000000000000000e+00,9.300000000000000000e+01,5.400000000000000000e+01,4.600000000000000000e+01,7.380000000000001137e+01,2.900000000000000000e+01
1.800000000000000000e+01,8.100000000000000000e+01,5.700000000000000000e+01,7.000000000000000000e+00,5.900000000000000000e+01,5.300000000000000000e+01,9.300000000000000000e+01,3.500000000000000000e+01,5.100000000000000000e+01,2.900000000000000000e+01,6.300000000000000000e+01
8.100000000000000000e+01,1.700000000000000000e+01,3.600000000000000000e+01,7.700000000000000000e+01,7.300000000000000000e+01,3.500000000000000000e+01,1.200000000000000000e+01,6.800000000000000000e+01,4.200000000000000000e+01,7.623749999999999716e+01,5.600000000000000000e+01
6.900000000000000000e+01,4.200000000000000000e+01,3.500000000000000000e+01,9.600000000000000000e+01,6.900000000000000000e+01,5.100000000000000000e+01,6.400000000000000000e+01,3.200000000000000000e+01,6.800000000000000000e+01,3.400000000000000000e+01,5.985000000000000142e+01
6.800000000000000000e+01,5.700000000000000000e+01,2.400000000000000000e+01,6.800000000000000000e+01,7.800000000000000000e+01,1.200000000000000000e+01,2.000000000000000000e+00,1.800000000000000000e+01,4.500000000000000000e+01,9.870000000000000284e+01,7.200000000000000000e+01
3.200000000000000000e+01,5.600000000000000000e+01,2.000000000000000000e+01,4.500000000000000000e+01,6.300000000000000000e+01,7.100000000000000000e+01,8.800000000000000000e+01,3.500000000000000000e+01,2.400000000000000000e+01,6.300000000000000000e+01,5.250000000000000000e+01
5.100000000000000000e+01,8.400000000000000000e+01,5.600000000000000000e+01,1.800000000000000000e+01,3.500000000000000000e+01,7.600000000000000000e+01,5.800000000000000000e+01,4.800000000000000000e+01,9.400000000000000000e+01,5.600000000000000000e+01,9.029999999999999716e+01
4.000000000000000000e+01,7.500000000000000000e+01,5.900000000000000000e+01,2.900000000000000000e+01,1.100000000000000000e+01,5.600000000000000000e+01,7.600000000000000000e+01,7.600000000000000000e+01,7.200000000000000000e+01,4.200000000000000000e+01,1.029000000000000057e+02
2.100000000000000000e+01,9.000000000000000000e+01,6.600000000000000000e+01,9.300000000000000000e+01,5.800000000000000000e+01,6.800000000000000000e+01,6.000000000000000000e+01,1.500000000000000000e+01,9.900000000000000000e+01,7.000000000000000000e+00,7.350000000000000000e+01
6.000000000000000000e+00,1.000000000000000000e+00,1.400000000000000000e+01,9.100000000000000000e+01,2.200000000000000000e+01,2.900000000000000000e+01,2.300000000000000000e+01,9.000000000000000000e+01,1.800000000000000000e+01,3.400000000000000000e+01,4.514999999999999858e+01
8.200000000000000000e+01,3.700000000000000000e+01,6.900000000000000000e+01,8.300000000000000000e+01,5.000000000000000000e+01,9.100000000000000000e+01,8.500000000000000000e+01,6.200000000000000000e+01,7.200000000000000000e+01,6.000000000000000000e+01,1.029000000000000057e+02
3.900000000000000000e+01,1.300000000000000000e+01,1.800000000000000000e+01,4.100000000000000000e+01,7.200000000000000000e+01,6.000000000000000000e+01,4.000000000000000000e+00,7.000000000000000000e+01,9.500000000000000000e+01,9.554999999999999716e+01,2.000000000000000000e+01
5.600000000000000000e+01,4.500000000000000000e+01,1.100000000000000000e+01,5.000000000000000000e+01,4.300000000000000000e+01,6.900000000000000000e+01,7.900000000000000000e+01,1.000000000000000000e+01,8.900000000000000000e+01,9.942500000000001137e+01,4.817499999999999716e+01
3.400000000000000000e+01,9.200000000000000000e+01,9.700000000000000000e+01,3.700000000000000000e+01,3.000000000000000000e+00,2.100000000000000000e+01,7.600000000000000000e+01,7.000000000000000000e+01,4.000000000000000000e+01,6.300000000000000000e+01,3.300000000000000000e+01
5.500000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+01,9.100000000000000000e+01,8.500000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+01,1.300000000000000000e+01,3.500000000000000000e+01,7.700000000000000000e+01,1.994999999999999929e+01
8.100000000000000000e+01,2.700000000000000000e+01,4.400000000000000000e+01,2.800000000000000000e+01,9.400000000000000000e+01,6.800000000000000000e+01,8.000000000000000000e+00,2.800000000000000000e+01,2.000000000000000000e+00,9.900000000000000000e+01,5.880000000000000426e+01
6.028899319128571221e+01,3.592842917368254518e+01,4.522625018016370291e+01,2.003346698148822469e+01,6.648996819106589840e+01,5.218295341150266609e+01,7.734023445258333140e+01,2.046726066817029022e+01,7.716549539501319543e+01,1.066435518219276268e+01,1.549562082117333234e-02
4.400000000000000000e+01,3.000000000000000000e+00,4.400000000000000000e+01,4.700000000000000000e+01,4.300000000000000000e+01,8.500000000000000000e+01,3.700000000000000000e+01,5.300000000000000000e+01,7.500000000000000000e+01,5.200000000000000000e+01,7.875000000000000000e+01
9.100000000000000000e+01,4.800000000000000000e+01,5.600000000000000000e+01,9.800000000000000000e+01,5.500000000000000000e+01,2.200000000000000000e+01,1.700000000000000000e+01,6.600000000000000000e+01,5.000000000000000000e+00,4.500000000000000000e+01,7.875000000000000000e+01
6.591298307517027411e+01,3.117822445075738713e+01,2.686268428001779540e+01,6.953615443093445947e+01,8.292907042224763359e+01,3.998758834218727287e+01,1.739423192134771057e+02,9.248231810925749974e-01,1.506855306376917980e+01,1.056680050462597720e+01,1.549572361672505935e-02
