n,K1,K2,K3,K4,a1,a2,b1,b2,c1,c2
5.500000000000000000e+01,1.100000000000000000e+01,6.200000000000000000e+01,6.100000000000000000e+01,5.800000000000000000e+01,6.500000000000000000e+01,9.000000000000000000e+01,7.400000000000000000e+01,9.200000000000000000e+01,5.000000000000000000e+00,8.200000000000000000e+01
8.000000000000000000e+01,2.400000000000000000e+01,7.100000000000000000e+01,2.500000000000000000e+01,7.600000000000000000e+01,8.300000000000000000e+01,7.300000000000000000e+01,2.700000000000000000e+01,9.300000000000000000e+01,6.346658325195311789e+01,2.415454101562500000e+01
8.300000000000000000e+01,8.600000000000000000e+01,9.000000000000000000e+01,5.500000000000000000e+01,1.953125000000000108e-04,3.500000000000000000e+01,3.000000000000000000e+01,9.200000000000000000e+01,8.626874999999999716e+01,3.700173595845699737e+01,3.521881686151027679e+01
4.600000000000000000e+01,6.100000000000000000e+01,4.300000000000000000e+01,7.600000000000000000e+01,9.100000000000000000e+01,3.000000000000000000e+01,9.000000000000000000e+00,1.100000000000000000e+01,6.700000000000000000e+01,6.404999999999999716e+01,3.000000000000000000e+01
8.600000000000000000e+01,1.700000000000000000e+01,4.000000000000000000e+01,5.300000000000000000e+01,7.000000000000000000e+00,8.000000000000000000e+00,7.300000000000000000e+01,6.200000000000000000e+01,1.200000000000000000e+01,4.300000000000000000e+01,5.871250000000000568e+01
7.500000000000000000e+01,7.200000000000000000e+01,4.800000000000000000e+01,7.000000000000000000e+01,8.900000000000000000e+01,9.400000000000000000e+01,9.300000000000000000e+01,3.400000000000000000e+01,7.000000000000000000e+00,8.102008438110351562e+01,8.139315948486330399e+01
3.800000000000000000e+01,7.100000000000000000e+01,9.000000000000000000e+00,7.000000000000000000e+01,4.900000000000000000e+01,8.600000000000000000e+01,5.000000000000000000e+00,3.900000000000000000e+01,6.200000000000000000e+01,2.012500000000000000e+01,5.636250000000000426e+01
5.600000000000000000e+01,1.400000000000000000e+01,8.700000000000000000e+01,7.000000000000000000e+01,8.000000000000000000e+01,9.700000000000000000e+01,4.600000000000000000e+01,1.000000000000000000e+00,2.200000000000000000e+01,7.833876037597656250e+01,9.274964218139649574e+01
7.500000000000000000e+01,6.200000000000000000e+01,8.200000000000000000e+01,6.200000000000000000e+01,2.500000000000000000e+01,4.900000000000000000e+01,4.600000000000000000e+01,8.500000000000000000e+01,3.000000000000000000e+00,4.699052734375000284e+01,4.001367187500000000e+01
8.900000000000000000e+01,6.200000000000000000e+01,4.700000000000000000e+01,2.000000000000000000e+00,1.700000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+01,3.700000000000000000e+01,2.750625000000000142e+01,4.328292388916015909e+01
2.600000000000000000e+01,8.800000000000000000e+01,8.400000000000000000e+01,2.500000000000000000e+01,2.000000000000000000e+00,4.600000000000000000e+01,3.000000000000000000e+00,2.400000000000000000e+01,1.200000000000000000e+01,9.100000000000000000e+01,9.945312500000000000e+01
1.200000000000000000e+01,5.100000000000000000e+01,6.300000000000000000e+01,9.400000000000000000e+01,4.800000000000000000e+01,7.000000000000000000e+01,1.900000000000000000e+01,7.100000000000000000e+01,9.200000000000000000e+01,5.617499999999999716e+01,3.000000000000000000e+00
9.521033050991061941e+01,1.062919869050902122e+02,6.379767511955628834e+01,6.004912300825229465e+01,2.925898385141969982e+01,7.258123540442616672e+01,5.052432581316878668e+01,2.720597126191185211e+00,6.895706497821464609e+01,6.341986896744067792e+00,1.766158445974353678e-03
5.100000000000000000e+01,5.400000000000000000e+01,3.100000000000000000e+01,4.900000000000000000e+01,5.200000000000000000e+01,2.800000000000000000e+01,4.900000000000000000e+01,6.400000000000000000e+01,2.200000000000000000e+01,1.518750000000000000e+01,1.027125000000000057e+02
6.600000000000000000e+01,6.700000000000000000e+01,6.800000000000000000e+01,7.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+01,3.400000000000000000e+01,4.600000000000000000e+01,2.300000000000000000e+01,3.485000000000000142e+01,5.301780700683593039e+01
1.000000000000000000e+00,5.200000000000000000e+01,5.100000000000000000e+01,8.351571044921874432e+01,8.700000000000000000e+01,2.400000000000000000e+01,6.300000000000000000e+01,6.100000000000000000e+01,5.000000000000000000e+01,6.943125000000000568e+01,8.819061279296875000e+01
1.300000000000000000e+01,1.800000000000000000e+01,5.000000000000000000e+01,9.500000000000000000e+01,9.200000000000000000e+01,6.600000000000000000e+01,7.200000000000000000e+01,6.000000000000000000e+00,2.600000000000000000e+01,5.565000000000000568e+01,6.300000000000000000e+01
5.500000000000000000e+01,2.000000000000000000e+00,6.800000000000000000e+01,3.500000000000000000e+01,2.000000000000000000e+01,9.000000000000000000e+01,1.000000000000000000e+00,7.300000000000000000e+01,9.300000000000000000e+01,9.066874999999998863e+01,9.300000000000000000e+01
6.200000000000000000e+01,1.500000000000000000e+01,9.300000000000000000e+01,6.100000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+00,4.000000000000000000e+00,8.700000000000000000e+01,5.300000000000000000e+01,5.670000000000000284e+01,1.027125000000000057e+02
1.800000000000000000e+01,6.000000000000000000e+01,1.100000000000000000e+01,4.700000000000000000e+01,4.000000000000000000e+01,7.700000000000000000e+01,6.900000000000000000e+01,5.700000000000000000e+01,1.500000000000000000e+01,3.895000000000000284e+01,8.302500000000000568e+01
2.400000000000000000e+01,5.400000000000000000e+01,2.057812499999999822e+00,1.700000000000000000e+01,8.200000000000000000e+01,3.800000000000000000e+01,3.700000000000000000e+01,5.501250000000000284e+01,1.200000000000000000e+01,9.900000000000000000e+01,8.419687500000000568e+01
7.700000000000000000e+01,8.200000000000000000e+01,7.200000000000000000e+01,1.800000000000000000e+01,6.900000000000000000e+01,8.100000000000000000e+01,8.200000000000000000e+01,7.800000000000000000e+01,2.800000000000000000e+01,4.900000000000000000e+01,6.300000000000000000e+01
7.400000000000000000e+01,9.900000000000000000e+01,4.300000000000000000e+01,9.400000000000000000e+01,8.100000000000000000e+01,5.500000000000000000e+01,9.200000000000000000e+01,1.700000000000000000e+01,8.800000000000000000e+01,2.100000000000000000e+01,7.800000000000000000e+01
3.800000000000000000e+01,3.900000000000000000e+01,2.600000000000000000e+01,6.100000000000000000e+01,9.300000000000000000e+01,6.800000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+01,8.600000000000000000e+01,3.924374999999999858e+01,5.636250000000000426e+01
2.300000000000000000e+01,9.200000000000000000e+01,2.000000000000000000e+00,7.800000000000000000e+01,2.500000000000000000e+01,5.300000000000000000e+01,3.800000000000000000e+01,3.900000000000000000e+01,2.000000000000000000e+00,6.804389038085936647e+01,3.900529632568359517e+01
8.600000000000000000e+01,6.600000000000000000e+01,2.049999999999999822e+00,4.100000000000000000e+01,9.200000000000000000e+01,5.100000000000000000e+01,2.900000000000000000e+01,1.400000000000000000e+01,4.400000000000000000e+01,7.400000000000000000e+01,3.895000000000000284e+01
3.000000000000000000e+01,4.000000000000000000e+01,7.900000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+01,1.400000000000000000e+01,3.000000000000000000e+00,5.700000000000000000e+01,3.600000000000000000e+01,6.929999999999999716e+01,5.300000000000000000e+01
6.900000000000000000e+01,8.500000000000000000e+01,2.100000000000000000e+01,3.900000000000000000e+01,2.100000000000000000e+01,4.000000000000000000e+00,6.400000000000000000e+01,7.800000000000000000e+01,4.300000000000000000e+01,7.600000000000000000e+01,6.709160156249998863e+01
9.200000000000000000e+01,4.200000000000000000e+01,1.400000000000000000e+01,5.500000000000000000e+01,9.900000000000000000e+01,4.500000000000000000e+01,7.600000000000000000e+01,4.300000000000000000e+01,2.400000000000000000e+01,4.100000000000000000e+01,7.175000000000000000e+01
1.000000000000000000e+01,9.800000000000000000e+01,2.900000000000000000e+01,6.200000000000000000e+01,6.500000000000000000e+01,6.200000000000000000e+01,1.000000000000000000e+00,7.000000000000000000e+01,8.400000000000000000e+01,5.706250000000000000e+01,9.414660644531248579e+01
7.600000000000000000e+01,6.800000000000000000e+01,9.500000000000000000e+01,7.000000000000000000e+00,2.600000000000000000e+01,9.400000000000000000e+01,6.400000000000000000e+01,3.900000000000000000e+01,9.000000000000000000e+01,7.501281738281250000e+01,9.414660644531248579e+01
8.900000000000000000e+01,7.500000000000000000e+01,2.900000000000000000e+01,6.800000000000000000e+01,1.100000000000000000e+01,6.600000000000000000e+01,7.700000000000000000e+01,3.300000000000000000e+01,8.000000000000000000e+00,9.800000000000000000e+01,7.188750000000000284e+01
1.300000000000000000e+01,8.500000000000000000e+01,4.150000000000000355e+00,8.400000000000000000e+01,8.500000000000000000e+01,7.700000000000000000e+01,4.500000000000000000e+01,7.144374999999999432e+01,2.700000000000000000e+01,9.700947265624999716e+01,8.149833984374998863e+01
8.400000000000000000e+01,1.000000000000000000e+00,5.200000000000000000e+01,6.300000000000000000e+01,3.000000000000000000e+01,9.500000000000000000e+01,1.900000000000000000e+01,4.800000000000000000e+01,4.100000000000000000e+01,1.260000000000000142e+01,7.800000000000000000e+01
3.000000000000000000e+01,5.500000000000000000e+01,2.600000000000000000e+01,7.500000000000000000e+01,6.900000000000000000e+01,3.400000000000000000e+01,5.200000000000000000e+01,1.300000000000000000e+01,5.400000000000000000e+01,6.300000000000000000e+01,4.700000000000000000e+01
8.800000000000000000e+01,8.800000000000000000e+01,5.000000000000000000e+00,6.000000000000000000e+00,4.200000000000000000e+01,7.800000000000000000e+01,6.200000000000000000e+01,4.900000000000000000e+01,6.300000000000000000e+01,2.460000000000000142e+01,9.274936447143555540e+01
5.000000000000000000e+00,6.400000000000000000e+01,5.300000000000000000e+01,3.700000000000000000e+01,8.100000000000000000e+01,1.700000000000000000e+01,7.200000000000000000e+01,5.022500000000000142e+01,7.000000000000000000e+00,5.600000000000000000e+01,2.562500000000000000e+01
8.700000000000000000e+01,7.700000000000000000e+01,7.300000000000000000e+01,7.900000000000000000e+01,1.500000000000000000e+01,1.100000000000000000e+01,9.700000000000000000e+01,5.200000000000000000e+01,7.300000000000000000e+01,7.847024230957032387e+01,9.604535522460938068e+01
4.600000000000000000e+01,5.900000000000000000e+01,1.000000000000000000e+01,7.400000000000000000e+01,9.000000000000000000e+00,7.000000000000000000e+01,9.100000000000000000e+01,5.000000000000000000e+01,3.500000000000000000e+01,7.087820434570312500e+01,4.100012512207031534e+01
9.600000000000000000e+01,3.100000000000000000e+01,6.100000000000000000e+01,2.800000000000000000e+01,1.900000000000000000e+01,8.500000000000000000e+01,3.900000000000000000e+01,5.800000000000000000e+01,9.600000000000000000e+01,7.300000000000000000e+01,3.444374999999999432e+01
6.100000000000000000e+01,5.100000000000000000e+01,4.300000000000000000e+01,4.800000000000000000e+01,6.100000000000000000e+01,5.800000000000000000e+01,3.600000000000000000e+01,5.000000000000000000e+01,3.000000000000000000e+00,6.300000000000000000e+01,9.604687500000000000e+01
7.300000000000000000e+01,8.800000000000000000e+01,9.000000000000000000e+01,7.400000000000000000e+01,9.700000000000000000e+01,2.600000000000000000e+01,6.000000000000000000e+01,9.400000000000000000e+01,8.900000000000000000e+01,2.767500000000000071e+01,9.274950332641603268e+01
8.000000000000000000e+00,7.500000000000000000e+01,1.537500000000000000e+01,8.800000000000000000e+01,5.500000000000000000e+01,3.000000000000000000e+00,5.100000000000000000e+01,6.400000000000000000e+01,7.500000000000000000e+01,7.400000000000000000e+01,3.895000000000000284e+01
7.900000000000000000e+01,5.700000000000000000e+01,7.900000000000000000e+01,9.600000000000000000e+01,1.700000000000000000e+01,9.000000000000000000e+01,6.200000000000000000e+01,5.500000000000000000e+01,7.500000000000000000e+01,9.185000000000000853e+01,2.700131835937499858e+01
3.700000000000000000e+01,2.700000000000000000e+01,3.800000000000000000e+01,9.200000000000000000e+01,9.000000000000000000e+01,9.100000000000000000e+01,5.000000000000000000e+01,6.400000000000000000e+01,1.200000000000000000e+01,4.657500000000000284e+01,1.027125000000000057e+02
8.400000000000000000e+01,9.200000000000000000e+01,8.300000000000000000e+01,5.500000000000000000e+01,8.100000000000000000e+01,2.700000000000000000e+01,2.500000000000000000e+01,9.800000000000000000e+01,4.800000000000000000e+01,9.372500000000000853e+01,2.359296875000000426e+01
3.500000000000000000e+01,7.000000000000000000e+00,1.700000000000000000e+01,7.900000000000000000e+01,7.400000000000000000e+01,7.400000000000000000e+01,7.700000000000000000e+01,5.200000000000000000e+01,6.600000000000000000e+01,4.758749999999999858e+01,1.027125000000000057e+02
8.800000000000000000e+01,4.200000000000000000e+01,8.600000000000000000e+01,7.800000000000000000e+01,3.400000000000000000e+01,3.700000000000000000e+01,1.200000000000000000e+01,8.400000000000000000e+01,7.100000000000000000e+01,3.400664062500000284e+01,9.031347656250002842e+01
5.000000000000000000e+00,5.500000000000000000e+01,7.600000000000000000e+01,4.400000000000000000e+01,5.500000000000000000e+01,4.200000000000000000e+01,4.400000000000000000e+01,8.200000000000000000e+01,9.300000000000000000e+01,1.127499895095825266e+01,8.302500000000000568e+01
1.700000000000000000e+01,4.200000000000000000e+01,7.200000000000000000e+01,3.000011444091796875e+00,1.000000000000000000e+00,8.000000000000000000e+00,6.000512695312500533e+00,4.900000000000000000e+01,5.000000000000000000e+00,9.239214477539061932e+01,7.600000000000000000e+01
3.100000000000000000e+01,6.000000000000000000e+00,4.300000000000000000e+01,7.100000000000000000e+01,7.000000000000000000e+00,7.300000000000000000e+01,8.400000000000000000e+01,7.600000000000000000e+01,8.300000000000000000e+01,5.600000000000000000e+01,7.800000000000000000e+01
3.300000000000000000e+01,5.800000000000000000e+01,1.900000000000000000e+01,6.100000000000000000e+01,9.300000000000000000e+01,7.000000000000000000e+01,8.700000000000000000e+01,2.400000000000000000e+01,4.500000000000000000e+01,9.900000000000000000e+01,6.037426757812500000e+01
5.700000000000000000e+01,1.000000000000000000e+01,8.400000000000000000e+01,7.000000000000000000e+01,2.600000000000000000e+01,4.400000000000000000e+01,2.500000000000000000e+01,8.000000000000000000e+01,6.000000000000000000e+00,7.277500000000000568e+01,4.315117187500000284e+01
7.000000000000000000e+01,2.600000000000000000e+01,3.300000000000000000e+01,1.300000000000000000e+01,7.500000000000000000e+01,4.700000000000000000e+01,7.900000000000000000e+01,7.000000000000000000e+01,1.100000000000000000e+01,8.300000000000000000e+01,5.600000000000000000e+01
8.600000000000000000e+01,7.100000000000000000e+01,2.800000000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01,3.900000000000000000e+01,5.300000000000000000e+01,1.300000000000000000e+01,7.100000000000000000e+01,2.700000000000000000e+01,8.800000000000000000e+01
1.900000000000000000e+01,9.400000000000000000e+01,7.900000000000000000e+01,3.500000000000000000e+01,1.100000000000000000e+01,1.700000000000000000e+01,9.700000000000000000e+01,4.400000000000000000e+01,8.400000000000000000e+01,9.400000000000000000e+01,3.774375000000000568e+01
7.100000000000000000e+01,8.800000000000000000e+01,4.400000000000000000e+01,1.000000000000000000e+00,1.700000000000000000e+01,9.000000000000000000e+00,2.800000000000000000e+01,4.200000000000000000e+01,4.000000000000000000e+00,5.600000000000000000e+01,1.575000000000000000e+01
8.400000000000000000e+01,5.100000000000000000e+01,1.300000000000000000e+01,4.200000000000000000e+01,8.000000000000000000e+00,8.200000000000000000e+01,8.000000000000000000e+01,2.500000000000000000e+01,2.800000000000000000e+01,2.664999999999999858e+01,1.800000000000000000e+01
3.200000000000000000e+01,3.800000000000000000e+01,4.400000000000000000e+01,8.000000000000000000e+01,5.600000000000000000e+01,4.900000000000000000e+01,1.000000000000000000e+01,1.800000000000000000e+01,4.100000000000000000e+01,9.446220703125000284e+01,2.900000000000000000e+01
3.415242579034004677e+01,2.246943537251904104e+02,9.652626878594212201e+01,4.580209683679308696e+00,2.314122157733862295e+01,5.668385780345282926e-04,2.406009000485526883e+01,6.518890374048940828e+01,-7.228456133402640571e-04,5.155619096787915190e+00,1.766126830643260578e-03
9.100000000000000000e+01,9.000000000000000000e+00,4.900000000000000000e+01,0.000000000000000000e+00,8.300000000000000000e+01,3.300000000000000000e+01,4.935000000000000142e+01,3.200000000000000000e+01,2.300000000000000000e+01,6.500000000000000000e+01,6.100000000000000000e+01
4.800000000000000000e+01,7.800000000000000000e+01,8.900000000000000000e+01,7.500000000000000000e+01,8.800000000000000000e+01,9.400000000000000000e+01,2.200000000000000000e+01,3.000000000000000000e+00,8.500000000000000000e+01,8.400000000000000000e+01,8.295000000000000284e+01
7.000000000000000000e+00,3.900000000000000000e+01,2.900000000000000000e+01,1.000000000000000000e+01,4.300000000000000000e+01,5.800000000000000000e+01,3.600000000000000000e+01,3.200000000000000000e+01,9.400000000000000000e+01,3.100000000000000000e+01,3.464999999999999858e+01
8.900000000000000000e+01,6.400000000000000000e+01,4.300000000000000000e+01,2.400000000000000000e+01,6.800000000000000000e+01,5.900000000000000000e+01,8.600000000000000000e+01,7.700000000000000000e+01,4.500000000000000000e+01,9.112500000000000000e+01,8.611250000000001137e+01
4.200000000000000000e+01,7.300000000000000000e+01,9.800000000000000000e+01,7.000000000000000000e+00,8.600000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,5.100000000000000000e+01,1.500000000000000000e+01,3.700000000000000000e+01,3.675000000000000000e+01
8.400000000000000000e+01,5.400000000000000000e+01,7.300000000000000000e+01,8.000000000000000000e+01,4.600000000000000000e+01,9.000000000000000000e+00,2.800000000000000000e+01,3.000000000000000000e+01,6.000000000000000000e+01,8.925000000000000000e+01,2.000000000000000000e+01
4.000000000000000000e+00,6.200000000000000000e+01,4.400000000000000000e+01,3.100000000000000000e+01,4.000000000000000000e+00,2.600000000000000000e+01,1.200000000000000000e+01,2.600000000000000000e+01,5.100000000000000000e+01,2.100000000000000000e+01,5.985000000000000142e+01
7.000000000000000000e+00,4.000000000000000000e+01,3.400000000000000000e+01,1.200000000000000000e+01,4.000000000000000000e+01,3.700000000000000000e+01,9.200000000000000000e+01,5.600000000000000000e+01,2.000000000000000000e+01,2.460000000000000142e+01,9.942500000000001137e+01
7.700000000000000000e+01,9.800000000000000000e+01,8.600000000000000000e+01,5.900000000000000000e+01,9.200000000000000000e+01,6.100000000000000000e+01,3.900000000000000000e+01,7.400000000000000000e+01,2.000000000000000000e+00,7.800000000000000000e+01,9.942500000000001137e+01
3.300000000000000000e+01,1.400000000000000000e+01,7.600000000000000000e+01,2.200000000000000000e+01,2.300000000000000000e+01,5.400000000000000000e+01,9.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,3.600000000000000000e+01,5.250000000000000000e+01
6.000000000000000000e+00,8.200000000000000000e+01,5.500000000000000000e+01,8.800000000000000000e+01,6.700000000000000000e+01,9.700000000000000000e+01,8.000000000000000000e+00,3.800000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,7.454999999999999716e+01
9.700000000000000000e+01,5.600000000000000000e+01,8.900000000000000000e+01,6.400000000000000000e+01,4.900000000000000000e+01,8.100000000000000000e+01,4.400000000000000000e+01,2.500000000000000000e+01,9.800000000000000000e+01,8.500000000000000000e+01,7.140000000000000568e+01
3.700000000000000000e+01,2.000000000000000000e+01,5.400000000000000000e+01,7.700000000000000000e+01,1.100000000000000000e+01,9.200000000000000000e+01,4.000000000000000000e+00,7.000000000000000000e+00,7.900000000000000000e+01,5.900000000000000000e+01,5.250000000000000000e+01
3.000000000000000000e+00,6.100000000000000000e+01,4.800000000000000000e+01,5.400000000000000000e+01,9.400000000000000000e+01,1.900000000000000000e+01,5.600000000000000000e+01,5.700000000000000000e+01,8.700000000000000000e+01,9.765000000000000568e+01,8.400000000000000000e+01
4.000000000000000000e+01,8.200000000000000000e+01,8.300000000000000000e+01,8.500000000000000000e+01,9.100000000000000000e+01,7.900000000000000000e+01,3.500000000000000000e+01,6.100000000000000000e+01,9.000000000000000000e+01,1.400000000000000000e+01,4.514999999999999858e+01
3.300000000000000000e+01,8.600000000000000000e+01,6.000000000000000000e+01,1.700000000000000000e+01,8.400000000000000000e+01,6.500000000000000000e+01,2.500000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,4.300000000000000000e+01,6.300000000000000000e+01
3.600000000000000000e+01,9.500000000000000000e+01,2.343749999999999913e-04,8.000000000000000000e+01,3.000000000000000000e+01,4.500000000000000000e+01,6.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,5.617499999999999716e+01,1.300000000000000000e+01
6.500000000000000000e+01,4.500000000000000000e+01,5.700000000000000000e+01,1.200000000000000000e+01,9.000000000000000000e+00,4.800000000000000000e+01,7.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+01,8.609999999999999432e+01,6.355000000000000426e+01
9.000000000000000000e+00,6.700000000000000000e+01,8.200000000000000000e+01,6.300000000000000000e+01,2.000000000000000000e+00,1.600000000000000000e+01,2.300000000000000000e+01,1.900000000000000000e+01,9.700000000000000000e+01,1.029000000000000057e+02,6.600000000000000000e+01
9.000000000000000000e+01,2.500000000000000000e+01,9.100000000000000000e+01,8.600000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,1.200000000000000000e+01,3.000000000000000000e+00,8.200000000000000000e+01,8.820000000000000284e+01,2.000000000000000000e+01
4.400000000000000000e+01,4.700000000000000000e+01,8.200000000000000000e+01,6.600000000000000000e+01,7.600000000000000000e+01,1.500000000000000000e+01,9.300000000000000000e+01,7.000000000000000000e+00,1.600000000000000000e+01,2.200000000000000000e+01,9.029999999999999716e+01
7.600000000000000000e+01,1.200000000000000000e+01,5.600000000000000000e+01,6.200000000000000000e+01,7.200000000000000000e+01,5.800000000000000000e+01,6.900000000000000000e+01,9.200000000000000000e+01,4.000000000000000000e+00,2.600000000000000000e+01,7.979999999999999716e+01
