n,K1,K2,K3,K4,g1,g2,k1,k2
8.051718657215972,0.043804012331208675,6.712614465369863,2.3810174229126657,3.263279589518589,4.334633879680168,3.7286941961879077,8.55748801734297,0.03351695472199955
